the_geom,cartodb_id,ratio,sum,people_total_f,people_total_m,people_total,village,site_id
,746,0.162060301507538,129.00,685,796,"1,481.00",上天里,瑞芳區
,747,0.178748758689176,180.00,901,1007,"1,908.00",吉慶里,瑞芳區
,748,0.192285876347136,339.00,1725,1763,"3,488.00",吉安里,瑞芳區
,749,0.168654173764906,198.00,1107,1174,"2,281.00",傑魚里,瑞芳區
,750,0.123745819397993,37.00,229,299,528.00,猴硐里,瑞芳區
,751,0.0588235294117647,10.00,149,170,319.00,光復里,瑞芳區
,752,0.157068062827225,30.00,134,191,325.00,弓橋里,瑞芳區
,753,0.13265306122449,13.00,80,98,178.00,碩仁里,瑞芳區
,754,0.134615384615385,35.00,247,260,507.00,基山里,瑞芳區
,755,0.125984251968504,32.00,233,254,487.00,永慶里,瑞芳區
,756,0.117021276595745,22.00,171,188,359.00,崇文里,瑞芳區
,757,0.163461538461538,17.00,84,104,188.00,福住里,瑞芳區
,758,0.169230769230769,33.00,190,195,385.00,頌德里,瑞芳區
,759,0.168949771689498,37.00,177,219,396.00,新山里,瑞芳區
,760,0.182692307692308,19.00,93,104,197.00,瓜山里,瑞芳區
,761,0.161290322580645,20.00,98,124,222.00,銅山里,瑞芳區
,762,0.196891191709845,38.00,167,193,360.00,石山里,瑞芳區
,763,0.11038961038961,17.00,162,154,316.00,濓新里,瑞芳區
,764,0.155102040816327,38.00,281,245,526.00,濓洞里,瑞芳區
,765,0.137820512820513,86.00,729,624,"1,353.00",海濱里,瑞芳區
,766,0.152664859981933,169.00,1152,1107,"2,259.00",瑞濱里,瑞芳區
,767,0.123145400593472,83.00,734,674,"1,408.00",深澳里,瑞芳區
,768,0.134228187919463,20.00,137,149,286.00,南雅里,瑞芳區
,769,0.128364389233954,62.00,488,483,971.00,鼻頭里,瑞芳區
,770,0.176855895196507,324.00,1803,1832,"3,635.00",新峰里,瑞芳區
,771,0.17192429022082,545.00,2356,3170,"5,526.00",埤塘里,土城區
,772,0.251865671641791,270.00,1112,1072,"2,184.00",土城里,土城區
,773,0.295576407506702,882.00,3125,2984,"6,109.00",員林里,土城區
,774,0.24503084304318,715.00,2995,2918,"5,913.00",員仁里,土城區
,775,0.415633937082936,436.00,1103,1049,"2,152.00",長風里,土城區
,776,0.257433808553971,632.00,2475,2455,"4,930.00",日新里,土城區
,777,0.246662216288385,739.00,3106,2996,"6,102.00",日和里,土城區
,778,0.281576448243115,593.00,2140,2106,"4,246.00",貨饒里,土城區
,779,0.28446261682243,487.00,1803,1712,"3,515.00",柑林里,土城區
,780,0.347426470588235,"1,512.00",4641,4352,"8,993.00",埤林里,土城區
,781,0.258282208588957,421.00,1696,1630,"3,326.00",瑞興里,土城區
,782,0.269377990430622,"1,126.00",4382,4180,"8,562.00",清水里,土城區
,783,0.209498046287947,697.00,3212,3327,"6,539.00",清和里,土城區
,784,0.297003907946157,684.00,2401,2303,"4,704.00",永豐里,土城區
,785,0.207009857612267,189.00,815,913,"1,728.00",清化里,土城區
,786,0.284456671251719,"1,034.00",3712,3635,"7,347.00",清溪里,土城區
,787,0.235851472471191,921.00,3988,3905,"7,893.00",峯廷里,土城區
,788,0.261677137394155,958.00,3726,3661,"7,387.00",平和里,土城區
,789,0.251260178363707,648.00,2579,2579,"5,158.00",廷寮里,土城區
,790,0.257707509881423,652.00,2515,2530,"5,045.00",大安里,土城區
,791,0.232130544702367,"1,010.00",4413,4351,"8,764.00",永寧里,土城區
,792,0.238879736408567,580.00,2323,2428,"4,751.00",沛陂里,土城區
,793,0.23714953271028,609.00,2614,2568,"5,182.00",頂埔里,土城區
,794,0.2,542.00,2684,2710,"5,394.00",頂福里,土城區
,795,0.343837535014006,491.00,1563,1428,"2,991.00",頂新里,土城區
,796,0.192178770949721,172.00,849,895,"1,744.00",祖田里,土城區
,797,0.291125139249907,784.00,2779,2693,"5,472.00",樂利里,土城區
,798,0.350238257317903,"1,029.00",3018,2938,"5,956.00",廣福里,土城區
,799,0.298255179934569,547.00,1977,1834,"3,811.00",學府里,土城區
,800,0.226298433635614,549.00,2392,2426,"4,818.00",延壽里,土城區
,801,0.256380510440835,663.00,2647,2586,"5,233.00",安和里,土城區
,802,0.261859582542695,414.00,1622,1581,"3,203.00",青雲里,土城區
,803,0.275059869996579,804.00,2877,2923,"5,800.00",員福里,土城區
,804,0.209663503019845,486.00,2278,2318,"4,596.00",延吉里,土城區
,805,0.287234042553192,675.00,2417,2350,"4,767.00",復興里,土城區
,806,0.270393811533052,769.00,2952,2844,"5,796.00",裕生里,土城區
,807,0.284205895292565,646.00,2341,2273,"4,614.00",員信里,土城區
,808,0.238286969253294,651.00,2816,2732,"5,548.00",永富里,土城區
,809,0.301698886936145,515.00,1739,1707,"3,446.00",學成里,土城區
,810,0.26961394769614,866.00,3547,3212,"6,759.00",延和里,土城區
,811,0.287671232876712,462.00,1840,1606,"3,446.00",中正里,土城區
,812,0.36662556514591,892.00,2631,2433,"5,064.00",學士里,土城區
,813,0.385409252669039,"1,083.00",3213,2810,"6,023.00",明德里,土城區
,814,0.312679288582903,545.00,1937,1743,"3,680.00",廣興里,土城區
,815,0.24692118226601,401.00,1598,1624,"3,222.00",青山里,土城區
,816,0.282034561460711,865.00,3371,3067,"6,438.00",金城里,土城區
,817,0.223015165031222,500.00,2212,2242,"4,454.00",延祿里,土城區
,818,0.303552206673843,"1,974.00",7068,6503,"13,571.00",正義里,蘆洲區
,819,0.262697022767075,750.00,2972,2855,"5,827.00",中原里,蘆洲區
,820,0.246588235294118,524.00,2100,2125,"4,225.00",中路里,蘆洲區
,821,0.264797507788162,680.00,2817,2568,"5,385.00",光華里,蘆洲區
,822,0.240159441953164,482.00,2029,2007,"4,036.00",保佑里,蘆洲區
,823,0.286638329329144,"1,551.00",5616,5411,"11,027.00",水湳里,蘆洲區
,824,0.269753086419753,874.00,3413,3240,"6,653.00",樓厝里,蘆洲區
,825,0.281151281151281,801.00,2988,2849,"5,837.00",鷺江里,蘆洲區
,826,0.284529505582137,892.00,3301,3135,"6,436.00",恆德里,蘆洲區
,827,0.235187424425635,389.00,1739,1654,"3,393.00",溪墘里,蘆洲區
,828,0.27043673012318,483.00,1775,1786,"3,561.00",樹德里,蘆洲區
,829,0.24580598103574,337.00,1412,1371,"2,783.00",保和里,蘆洲區
,830,0.255793226381462,287.00,1170,1122,"2,292.00",仁復里,蘆洲區
,831,0.255990648743425,438.00,1843,1711,"3,554.00",得勝里,蘆洲區
,832,0.256252029879831,789.00,3206,3079,"6,285.00",南港里,蘆洲區
,833,0.266193433895297,900.00,3353,3381,"6,734.00",永樂里,蘆洲區
,834,0.255282695602513,894.00,3785,3502,"7,287.00",永康里,蘆洲區
,835,0.249882794186592,533.00,2140,2133,"4,273.00",信義里,蘆洲區
,836,0.266393442622951,780.00,3096,2928,"6,024.00",玉清里,蘆洲區
,837,0.218916046758767,412.00,1872,1882,"3,754.00",復興里,蘆洲區
,838,0.246364769422518,"1,186.00",4956,4814,"9,770.00",水河里,蘆洲區
,839,0.271739130434783,750.00,2801,2760,"5,561.00",仁愛里,蘆洲區
,840,0.241463414634146,396.00,1732,1640,"3,372.00",忠義里,蘆洲區
,841,0.257224402425972,721.00,2880,2803,"5,683.00",九芎里,蘆洲區
,842,0.264107038976149,454.00,1777,1719,"3,496.00",中華里,蘆洲區
,843,0.253132832080201,404.00,1652,1596,"3,248.00",得仁里,蘆洲區
,844,0.270166898470097,777.00,2904,2876,"5,780.00",仁德里,蘆洲區
,845,0.223199188366588,660.00,2535,2957,"5,492.00",仁義里,蘆洲區
,846,0.247004252029378,639.00,2641,2587,"5,228.00",光明里,蘆洲區
,847,0.248611111111111,358.00,1422,1440,"2,862.00",保新里,蘆洲區
,848,0.241391941391941,659.00,2733,2730,"5,463.00",長安里,蘆洲區
,849,0.248959778085992,359.00,1451,1442,"2,893.00",民和里,蘆洲區
,850,0.284275755228505,367.00,1311,1291,"2,602.00",忠孝里,蘆洲區
,851,0.271454656116859,446.00,1752,1643,"3,395.00",福安里,蘆洲區
,852,0.261877613074876,689.00,2787,2631,"5,418.00",永安里,蘆洲區
,853,0.239258254183627,529.00,2229,2211,"4,440.00",延平里,蘆洲區
,854,0.268795056642637,"1,044.00",4145,3884,"8,029.00",成功里,蘆洲區
,855,0.277967549103331,651.00,2382,2342,"4,724.00",永德里,蘆洲區
,856,0.262095238095238,688.00,2431,2625,"5,056.00",興珍里,五股區
,857,0.175595238095238,118.00,610,672,"1,282.00",更寮里,五股區
,858,0.201183431952663,408.00,1991,2028,"4,019.00",集福里,五股區
,859,0.158956109134045,134.00,692,843,"1,535.00",觀音里,五股區
,860,0.197998123240538,633.00,3050,3197,"6,247.00",成州里,五股區
,861,0.234197218710493,741.00,3046,3164,"6,210.00",成功里,五股區
,862,0.168949771689498,148.00,699,876,"1,575.00",五龍里,五股區
,863,0.223377703826955,537.00,2237,2404,"4,641.00",五股里,五股區
,864,0.225257731958763,437.00,1896,1940,"3,836.00",五福里,五股區
,865,0.28141977544368,777.00,2811,2761,"5,572.00",德音里,五股區
,866,0.250816993464052,307.00,1278,1224,"2,502.00",陸一里,五股區
,867,0.277741726151849,428.00,1638,1541,"3,179.00",貿商里,五股區
,868,0.220035778175313,492.00,2382,2236,"4,618.00",德泰里,五股區
,869,0.184931506849315,297.00,1569,1606,"3,175.00",成德里,五股區
,870,0.254620123203285,496.00,2010,1948,"3,958.00",六福里,五股區
,871,0.225885826771654,459.00,2048,2032,"4,080.00",集賢里,五股區
,872,0.256193693693694,455.00,1784,1776,"3,560.00",民義里,五股區
,873,0.264649768329245,971.00,3541,3669,"7,210.00",成泰里,五股區
,874,0.264210783117834,"1,083.00",4120,4099,"8,219.00",水碓里,五股區
,875,0.225729600952948,379.00,1686,1679,"3,365.00",福德里,五股區
,876,0.179442508710801,103.00,488,574,"1,062.00",大科里,泰山區
,877,0.228845130388505,430.00,1913,1879,"3,792.00",黎明里,泰山區
,878,0.239270687237027,853.00,3555,3565,"7,120.00",山腳里,泰山區
,879,0.205078125,315.00,1501,1536,"3,037.00",福泰里,泰山區
,880,0.243061396131203,578.00,2347,2378,"4,725.00",楓樹里,泰山區
,881,0.270620945319741,584.00,2229,2158,"4,387.00",同榮里,泰山區
,882,0.251008878127522,622.00,2477,2478,"4,955.00",義學里,泰山區
,883,0.281903765690377,539.00,1936,1912,"3,848.00",明志里,泰山區
,884,0.285138539042821,566.00,2032,1985,"4,017.00",貴子里,泰山區
,885,0.25611620795107,670.00,2615,2616,"5,231.00",貴和里,泰山區
,886,0.266312228129531,551.00,2171,2069,"4,240.00",同興里,泰山區
,887,0.290183631829517,"1,280.00",4397,4411,"8,808.00",義仁里,泰山區
,888,0.272013949433304,312.00,1175,1147,"2,322.00",泰友里,泰山區
,889,0.23233995584989,421.00,1804,1812,"3,616.00",新明里,泰山區
,890,0.310950413223141,602.00,1998,1936,"3,934.00",貴賢里,泰山區
,891,0.281609195402299,539.00,2002,1914,"3,916.00",福興里,泰山區
,892,0.271521784887392,"1,290.00",5002,4751,"9,753.00",全興里,泰山區
,893,0.230735358872743,524.00,2248,2271,"4,519.00",東林里,林口區
,894,0.25025888850535,725.00,3003,2897,"5,900.00",林口里,林口區
,895,0.341772151898734,"1,674.00",4934,4898,"9,832.00",西林里,林口區
,896,0.329750644883921,767.00,2334,2326,"4,660.00",菁湖里,林口區
,897,0.225972808251289,482.00,2111,2133,"4,244.00",中湖里,林口區
,898,0.1993281075028,178.00,796,893,"1,689.00",湖北里,林口區
,899,0.399461586249741,"3,858.00",10454,9658,"20,112.00",湖南里,林口區
,900,0.453248031496063,"3,684.00",8920,8128,"17,048.00",南勢里,林口區
,901,0.310994441012971,"1,007.00",3361,3238,"6,599.00",東勢里,林口區
,902,0.13716814159292,93.00,553,678,"1,231.00",頂福里,林口區
,903,0.176245210727969,138.00,731,783,"1,514.00",下福里,林口區
,904,0.155172413793103,90.00,518,580,"1,098.00",嘉寶里,林口區
,905,0.184981684981685,101.00,478,546,"1,024.00",瑞平里,林口區
,906,0.210153482880756,178.00,848,847,"1,695.00",太平里,林口區
,907,0.391824817518248,"1,342.00",3838,3425,"7,263.00",仁愛里,林口區
,908,0.336456744388756,"1,544.00",5093,4589,"9,682.00",麗林里,林口區
,909,0.310916628281898,675.00,2264,2171,"4,435.00",麗園里,林口區
,910,0.284820920977828,501.00,1803,1759,"3,562.00",深坑里,深坑區
,911,0.260971786833856,333.00,1297,1276,"2,573.00",萬順里,深坑區
,912,0.282828282828283,448.00,1613,1584,"3,197.00",土庫里,深坑區
,913,0.274207369323051,320.00,1050,1167,"2,217.00",昇高里,深坑區
,914,0.18956043956044,69.00,279,364,643.00,阿柔里,深坑區
,915,0.323037323037323,"1,004.00",3306,3108,"6,414.00",埔新里,深坑區
,916,0.287562904385334,400.00,1362,1391,"2,753.00",萬福里,深坑區
,917,0.334485738980121,387.00,1128,1157,"2,285.00",賴仲里,深坑區
,918,0.184313725490196,47.00,201,255,456.00,石碇里,石碇區
,919,0.182572614107884,88.00,405,482,887.00,潭邊里,石碇區
,920,0.149220489977728,67.00,344,449,793.00,隆盛里,石碇區
,921,0.135831381733021,58.00,325,427,752.00,烏塗里,石碇區
,922,0.138297872340426,26.00,169,188,357.00,彭山里,石碇區
,923,0.106719367588933,27.00,182,253,435.00,豐田里,石碇區
,924,0.0884718498659518,33.00,319,373,692.00,永定里,石碇區
,925,0.133603238866397,66.00,357,494,851.00,中民里,石碇區
,926,0.163636363636364,27.00,111,165,276.00,光明里,石碇區
,927,0.187878787878788,31.00,144,165,309.00,豐林里,石碇區
,928,0.194690265486726,88.00,435,452,887.00,永安里,石碇區
,929,0.190140845070423,108.00,498,568,"1,066.00",格頭里,石碇區
,930,0.149253731343284,80.00,402,536,938.00,粗窟里,坪林區
,931,0.212681638044914,161.00,641,757,"1,398.00",坪林里,坪林區
,932,0.162274618585298,117.00,538,721,"1,259.00",大林里,坪林區
,933,0.181451612903226,45.00,215,248,463.00,石𥕢里,坪林區
,934,0.134808853118712,67.00,376,497,873.00,上德里,坪林區
,935,0.157754010695187,59.00,325,374,699.00,水德里,坪林區
,936,0.0933609958506224,45.00,399,482,881.00,漁光里,坪林區
,937,0.153846153846154,30.00,167,195,362.00,八賢里,三芝區
,938,0.238112790269075,646.00,2884,2713,"5,597.00",埔頭里,三芝區
,939,0.212020033388982,127.00,545,599,"1,144.00",古庄里,三芝區
,940,0.149712092130518,78.00,455,521,976.00,新庄里,三芝區
,941,0.194571351787154,724.00,3694,3721,"7,415.00",埔坪里,三芝區
,942,0.289124668435013,109.00,330,377,707.00,茂長里,三芝區
,943,0.0962732919254658,31.00,228,322,550.00,橫山里,三芝區
,944,0.155982905982906,73.00,329,468,797.00,錫板里,三芝區
,945,0.309627059843886,357.00,1108,1153,"2,261.00",後厝里,三芝區
,946,0.30989010989011,141.00,442,455,897.00,福德里,三芝區
,947,0.11142061281337,40.00,266,359,625.00,圓山里,三芝區
,948,0.159383033419023,62.00,297,389,686.00,店子里,三芝區
,949,0.199186991869919,147.00,601,738,"1,339.00",興華里,三芝區
,950,0.162274618585298,117.00,630,721,"1,351.00",德茂里,石門區
,951,0.150784077201448,125.00,837,829,"1,666.00",富基里,石門區
,952,0.175115207373272,228.00,1270,1302,"2,572.00",老梅里,石門區
,953,0.152329749103943,85.00,452,558,"1,010.00",山溪里,石門區
,954,0.195147679324895,185.00,899,948,"1,847.00",石門里,石門區
,955,0.186695278969957,174.00,878,932,"1,810.00",尖鹿里,石門區
,956,0.179245283018868,38.00,159,212,371.00,乾華里,石門區
,957,0.205513784461153,82.00,352,399,751.00,茂林里,石門區
,958,0.129370629370629,74.00,541,572,"1,113.00",草里里,石門區
,959,0.282885431400283,"1,000.00",3788,3535,"7,323.00",龍源里,八里區
,960,0.237940379403794,439.00,1762,1845,"3,607.00",米倉里,八里區
,961,0.231152647975078,371.00,1540,1605,"3,145.00",大崁里,八里區
,962,0.203940886699507,414.00,2035,2030,"4,065.00",埤頭里,八里區
,963,0.206929740134745,215.00,1078,1039,"2,117.00",頂罟里,八里區
,964,0.217462482946794,797.00,3837,3665,"7,502.00",舊城里,八里區
,965,0.219087136929461,528.00,2398,2410,"4,808.00",訊塘里,八里區
,966,0.19723865877712,200.00,965,1014,"1,979.00",荖阡里,八里區
,967,0.161925601750547,148.00,803,914,"1,717.00",長坑里,八里區
,968,0.162162162162162,144.00,857,888,"1,745.00",下罟里,八里區
,969,0.0607287449392713,15.00,191,247,438.00,薯榔里,平溪區
,970,0.116883116883117,18.00,130,154,284.00,菁桐里,平溪區
,971,0.131578947368421,20.00,122,152,274.00,白石里,平溪區
,972,0.128301886792453,34.00,233,265,498.00,石底里,平溪區
,973,0.0851063829787234,12.00,130,141,271.00,平溪里,平溪區
,974,0.128205128205128,50.00,326,390,716.00,嶺腳里,平溪區
,975,0.0961538461538462,25.00,192,260,452.00,東勢里,平溪區
,976,0.188888888888889,17.00,68,90,158.00,望古里,平溪區
,977,0.0826086956521739,19.00,160,230,390.00,南山里,平溪區
,978,0.0297029702970297,3.00,84,101,185.00,平湖里,平溪區
,979,0.0826923076923077,43.00,438,520,958.00,十分里,平溪區
,980,0.0816326530612245,8.00,69,98,167.00,新寮里,平溪區
,981,0.168539325842697,45.00,266,267,533.00,雙溪里,雙溪區
,982,0.145161290322581,36.00,209,248,457.00,共和里,雙溪區
,983,0.168674698795181,84.00,407,498,905.00,新基里,雙溪區
,984,0.181818181818182,82.00,349,451,800.00,魚行里,雙溪區
,985,0.111969111969112,29.00,192,259,451.00,三港里,雙溪區
,986,0.150670794633643,146.00,894,969,"1,863.00",牡丹里,雙溪區
,987,0.129533678756477,25.00,165,193,358.00,三貂里,雙溪區
,988,0.182608695652174,105.00,500,575,"1,075.00",平林里,雙溪區
,989,0.110275689223058,44.00,312,399,711.00,上林里,雙溪區
,990,0.113970588235294,31.00,192,272,464.00,外柑里,雙溪區
,991,0.0639269406392694,14.00,172,219,391.00,長源里,雙溪區
,992,0.15017667844523,85.00,537,566,"1,103.00",泰平里,雙溪區
,993,0.188866799204771,95.00,499,503,"1,002.00",貢寮里,貢寮區
,994,0.123028391167192,39.00,191,317,508.00,吉林里,貢寮區
,995,0.128378378378378,57.00,360,444,804.00,雙玉里,貢寮區
,996,0.105263157894737,28.00,199,266,465.00,龍崗里,貢寮區
,997,0.172680412371134,67.00,375,388,763.00,龍門里,貢寮區
,998,0.146211312700107,137.00,987,937,"1,924.00",福隆里,貢寮區
,999,0.173038229376258,172.00,971,994,"1,965.00",仁里里,貢寮區
,1000,0.15304347826087,176.00,1213,1150,"2,363.00",真理里,貢寮區
,1001,0.123042505592841,55.00,538,447,985.00,福連里,貢寮區
,1002,0.0819672131147541,40.00,359,488,847.00,美豐里,貢寮區
,1003,0.131849315068493,77.00,550,584,"1,134.00",和美里,貢寮區
,1004,0.214814814814815,58.00,303,270,573.00,和平里,金山區
,1005,0.167082294264339,67.00,429,401,830.00,大同里,金山區
,1006,0.0693069306930693,21.00,293,303,596.00,豐漁里,金山區
,1007,0.117082533589251,122.00,1047,1042,"2,089.00",磺港里,金山區
,1008,0.184713375796178,406.00,2428,2198,"4,626.00",美田里,金山區
,1009,0.186023622047244,189.00,975,1016,"1,991.00",五湖里,金山區
,1010,0.210013908205841,151.00,685,719,"1,404.00",重和里,金山區
,1011,0.15948275862069,37.00,221,232,453.00,兩湖里,金山區
,1012,0.13317191283293,55.00,329,413,742.00,六股里,金山區
,1013,0.131964809384164,45.00,396,341,737.00,三界里,金山區
,1014,0.127744510978044,64.00,446,501,947.00,清泉里,金山區
,1015,0.184313725490196,47.00,275,255,530.00,萬壽里,金山區
,1016,0.183333333333333,22.00,91,120,211.00,西湖里,金山區
,1017,0.0980392156862745,35.00,302,357,659.00,永興里,金山區
,1018,0.2025,567.00,3028,2800,"5,828.00",金美里,金山區
,1019,0.174940898345154,444.00,2624,2538,"5,162.00",萬里里,萬里區
,1020,0.190834473324213,279.00,1421,1462,"2,883.00",龜吼里,萬里區
,1021,0.145,261.00,1915,1800,"3,715.00",野柳里,萬里區
,1022,0.13822629969419,226.00,1580,1635,"3,215.00",大鵬里,萬里區
,1023,0.125,44.00,300,352,652.00,磺潭里,萬里區
,1024,0.126644736842105,77.00,490,608,"1,098.00",雙興里,萬里區
,1025,0.103703703703704,42.00,330,405,735.00,溪底里,萬里區
,1026,0.165991902834008,41.00,227,247,474.00,崁脚里,萬里區
,1027,0.120184899845917,78.00,661,649,"1,310.00",中幅里,萬里區
,1028,0.180825242718447,298.00,1643,1648,"3,291.00",北基里,萬里區
,1029,0.224981188863807,299.00,1393,1329,"2,722.00",烏來里,烏來區
,1030,0.189336235038085,174.00,915,919,"1,834.00",忠治里,烏來區
,1031,0.0920716112531969,36.00,368,391,759.00,福山里,烏來區
,1032,0.166666666666667,49.00,311,294,605.00,信賢里,烏來區
,1033,0.0863309352517986,12.00,111,139,250.00,孝義里,烏來區
,1,,sum,人口數-女,人口數-男,人口數,村里,區域別
