site_id,village,people_total,people_total_m,people_total_f,sum,ratio
區域別,村里,人口數,人口數-男,人口數-女,sum,ratio
新莊區,國泰里,"1,645.00",840,805,198.00,0.235714285714286
新莊區,全安里,"4,743.00",2286,2457,641.00,0.280402449693788
新莊區,福基里,"4,416.00",2195,2221,772.00,0.351708428246014
新莊區,豐年里,"3,940.00",1924,2016,472.00,0.245322245322245
新莊區,忠孝里,"5,094.00",2498,2596,751.00,0.300640512409928
新莊區,恆安里,"4,857.00",2360,2497,777.00,0.329237288135593
新莊區,後港里,"7,432.00",3612,3820,"1,122.00",0.31063122923588
新莊區,文衡里,"2,259.00",1110,1149,352.00,0.317117117117117
新莊區,中美里,"6,341.00",3077,3264,843.00,0.27396815079623
新莊區,八德里,"3,282.00",1598,1684,358.00,0.224030037546934
新莊區,興漢里,"3,728.00",1853,1875,576.00,0.310847274689692
新莊區,中和里,"4,911.00",2410,2501,674.00,0.279668049792531
新莊區,西盛里,"11,267.00",5597,5670,"1,452.00",0.259424691799178
新莊區,榮和里,"4,872.00",2865,2007,571.00,0.199301919720768
新莊區,中泰里,"4,740.00",2349,2391,547.00,0.232865048957003
新莊區,瓊林里,"6,329.00",3210,3119,688.00,0.214330218068536
新莊區,文德里,"1,913.00",945,968,273.00,0.288888888888889
新莊區,中誠里,"2,339.00",1160,1179,285.00,0.245689655172414
新莊區,裕民里,"7,581.00",3773,3808,901.00,0.238802014312218
新莊區,文明里,"1,958.00",933,1025,279.00,0.29903536977492
新莊區,中港里,"6,817.00",3320,3497,"1,008.00",0.303614457831325
新莊區,富國里,"2,530.00",1271,1259,309.00,0.243115656963021
新莊區,思源里,"5,774.00",2792,2982,713.00,0.255372492836676
新莊區,立人里,"2,473.00",1214,1259,455.00,0.374794069192751
新莊區,南港里,"5,545.00",2724,2821,766.00,0.281204111600587
新莊區,仁愛里,"2,853.00",1390,1463,290.00,0.20863309352518
新莊區,立德里,"2,704.00",1304,1400,461.00,0.353527607361963
新莊區,信義里,"5,851.00",2814,3037,701.00,0.24911158493248
新莊區,立言里,"5,458.00",2611,2847,865.00,0.331290693220988
新莊區,民安里,"6,345.00",3067,3278,821.00,0.267688294750571
新莊區,和平里,"5,045.00",2467,2578,734.00,0.29752736116741
新莊區,立功里,"3,907.00",1897,2010,464.00,0.244596731681603
新莊區,民本里,"3,195.00",1619,1576,381.00,0.235330450895615
新莊區,化成里,"3,663.00",1844,1819,535.00,0.290130151843818
新莊區,立志里,"4,206.00",2050,2156,537.00,0.261951219512195
新莊區,光華里,"7,935.00",3880,4055,856.00,0.220618556701031
新莊區,思賢里,"4,468.00",2209,2259,656.00,0.296966953372567
新莊區,營盤里,"2,360.00",1201,1159,373.00,0.310574521232306
新莊區,光榮里,"4,894.00",2382,2512,550.00,0.230898404701931
新莊區,自強里,"2,847.00",1470,1377,285.00,0.193877551020408
新莊區,丹鳳里,"8,523.00",4198,4325,970.00,0.231062410671748
新莊區,光明里,"4,925.00",2388,2537,495.00,0.207286432160804
新莊區,自立里,"5,767.00",2737,3030,674.00,0.24625502374863
新莊區,合鳳里,"4,839.00",2430,2409,560.00,0.230452674897119
新莊區,幸福里,"4,647.00",2260,2387,519.00,0.229646017699115
新莊區,雙鳳里,"11,367.00",5627,5740,"1,584.00",0.281499911142705
新莊區,自信里,"2,675.00",1298,1377,329.00,0.25346687211094
新莊區,龍鳳里,"9,413.00",4469,4944,"1,391.00",0.311255314388006
新莊區,中華里,"2,979.00",1465,1514,455.00,0.310580204778157
新莊區,中隆里,"4,890.00",2376,2514,674.00,0.283670033670034
新莊區,中原里,"10,604.00",5137,5467,"1,564.00",0.304457854779054
新莊區,中信里,"9,257.00",4495,4762,"1,262.00",0.280756395995551
新莊區,四維里,"4,922.00",2383,2539,562.00,0.235837180025178
新莊區,建福里,"2,637.00",1321,1316,364.00,0.27554882664648
新莊區,中宏里,"3,935.00",1945,1990,592.00,0.304370179948586
新莊區,中全里,"3,809.00",1906,1903,453.00,0.237670514165792
新莊區,立泰里,"5,169.00",2493,2676,711.00,0.285198555956679
新莊區,全泰里,"5,364.00",2652,2712,930.00,0.350678733031674
新莊區,仁義里,"3,970.00",1990,1980,440.00,0.221105527638191
新莊區,立基里,"6,590.00",3205,3385,"1,104.00",0.344461778471139
新莊區,昌明里,"3,794.00",1824,1970,564.00,0.30921052631579
新莊區,昌平里,"6,036.00",2831,3205,"1,082.00",0.382197103496998
新莊區,文聖里,"3,727.00",1745,1982,621.00,0.355873925501433
新莊區,萬安里,"3,936.00",1879,2057,493.00,0.262373602980309
新莊區,龍安里,"2,503.00",1253,1250,332.00,0.264964086193137
新莊區,福營里,"2,630.00",1338,1292,408.00,0.304932735426009
新莊區,後德里,"3,145.00",1573,1572,527.00,0.335028607755881
新莊區,建安里,"6,889.00",3346,3543,"1,021.00",0.305140466228332
新莊區,成德里,"5,341.00",2564,2777,630.00,0.245709828393136
新莊區,福興里,"6,102.00",3089,3013,877.00,0.283910650696018
新莊區,昌信里,"3,927.00",1851,2076,609.00,0.329011345218801
新莊區,昌隆里,"4,657.00",2176,2481,705.00,0.323988970588235
新莊區,中平里,"9,483.00",4396,5087,"1,327.00",0.301865332120109
新莊區,立廷里,"11,764.00",5579,6185,"2,023.00",0.362609786700125
新莊區,泰豐里,"2,610.00",1282,1328,318.00,0.24804992199688
新莊區,富民里,"3,994.00",1965,2029,533.00,0.271246819338422
新莊區,龍福里,"2,384.00",1126,1258,332.00,0.294849023090586
新莊區,祥鳳里,"2,574.00",1278,1296,301.00,0.235524256651017
新莊區,民全里,"3,953.00",1972,1981,548.00,0.27789046653144
新莊區,民有里,"4,270.00",2047,2223,516.00,0.252076209086468
新莊區,光正里,"4,923.00",2430,2493,576.00,0.237037037037037
新莊區,光和里,"2,974.00",1439,1535,338.00,0.234885337039611
新店區,國豐里,"3,491.00",1607,1884,705.00,0.438705662725576
新店區,明德里,"4,172.00",1935,2237,877.00,0.453229974160207
新店區,大豐里,"3,885.00",1835,2050,763.00,0.415803814713896
新店區,大同里,"4,122.00",1980,2142,864.00,0.436363636363636
新店區,江陵里,"5,622.00",2660,2962,"1,345.00",0.505639097744361
新店區,寶興里,"5,400.00",2574,2826,"1,161.00",0.451048951048951
新店區,寶安里,"5,619.00",2633,2986,"1,237.00",0.469806304595518
新店區,信義里,"6,351.00",3042,3309,"1,316.00",0.432610124917817
新店區,忠孝里,"2,876.00",1381,1495,478.00,0.346125995655322
新店區,大鵬里,"2,733.00",1339,1394,687.00,0.513069454817028
新店區,太平里,"3,276.00",1575,1701,570.00,0.361904761904762
新店區,頂城里,"1,745.00",924,821,188.00,0.203463203463203
新店區,下城里,"3,436.00",1762,1674,617.00,0.350170261066969
新店區,柴埕里,"9,336.00",4524,4812,"1,488.00",0.328912466843501
新店區,永安里,"5,419.00",2639,2780,700.00,0.26525198938992
新店區,公崙里,"11,607.00",5632,5975,"1,913.00",0.339666193181818
新店區,德安里,"6,554.00",3310,3244,827.00,0.249848942598187
新店區,雙城里,"6,064.00",3068,2996,736.00,0.239895697522816
新店區,日興里,"6,089.00",3064,3025,644.00,0.210182767624021
新店區,玫瑰里,"6,242.00",2995,3247,955.00,0.318864774624374
新店區,塗潭里,"1,051.00",556,495,79.00,0.142086330935252
新店區,美潭里,"5,429.00",2652,2777,926.00,0.349170437405732
新店區,員潭里,"5,033.00",2525,2508,699.00,0.276831683168317
新店區,雙坑里,874.00,496,378,69.00,0.139112903225806
新店區,粗坑里,"3,286.00",1568,1718,633.00,0.403698979591837
新店區,屈尺里,"2,614.00",1369,1245,299.00,0.218407596785975
新店區,龜山里,"1,800.00",919,881,212.00,0.230685527747552
新店區,廣興里,"1,383.00",763,620,107.00,0.140235910878113
新店區,直潭里,"1,305.00",691,614,196.00,0.283646888567294
新店區,青潭里,"5,643.00",2740,2903,878.00,0.32043795620438
新店區,新店里,"1,873.00",939,934,282.00,0.300319488817891
新店區,張南里,"2,136.00",963,1173,408.00,0.423676012461059
新店區,國校里,"2,672.00",1320,1352,467.00,0.353787878787879
新店區,文中里,"1,813.00",870,943,394.00,0.452873563218391
新店區,廣明里,878.00,440,438,140.00,0.318181818181818
新店區,文明里,"2,386.00",1169,1217,400.00,0.342172797262618
新店區,中興里,"5,450.00",2591,2859,"1,188.00",0.458510227711308
新店區,新生里,"6,111.00",2843,3268,"1,284.00",0.451635596201196
新店區,新德里,"2,828.00",1310,1518,489.00,0.373282442748092
新店區,張北里,"8,493.00",4066,4427,"1,797.00",0.441957697983276
新店區,五峯里,"7,417.00",3476,3941,"1,623.00",0.466915995397008
新店區,新安里,"6,556.00",3424,3132,"1,083.00",0.316296728971963
新店區,忠誠里,"2,546.00",1210,1336,548.00,0.452892561983471
新店區,中正里,"6,670.00",3099,3571,"1,297.00",0.418522103904485
新店區,中華里,"4,504.00",2136,2368,930.00,0.435393258426966
新店區,仁愛里,"2,162.00",1010,1152,455.00,0.450495049504951
新店區,百忍里,"4,112.00",1921,2191,757.00,0.394065590838105
新店區,百和里,"3,441.00",1668,1773,640.00,0.383693045563549
新店區,福德里,"4,155.00",1957,2198,705.00,0.360245273377619
新店區,百福里,"3,619.00",1679,1940,809.00,0.481834425253127
新店區,福民里,"4,276.00",1993,2283,"1,010.00",0.506773707977923
新店區,中山里,"4,835.00",2221,2614,"1,245.00",0.560558307068888
新店區,和平里,945.00,476,469,86.00,0.180672268907563
新店區,中央里,"5,894.00",2742,3152,"1,516.00",0.552881108679796
新店區,明城里,"3,633.00",1769,1864,799.00,0.451667608818542
新店區,安和里,"7,544.00",3670,3874,"1,224.00",0.333514986376022
新店區,吉祥里,"4,944.00",2373,2571,975.00,0.410872313527181
新店區,寶福里,"7,432.00",3604,3828,"1,416.00",0.392896781354051
新店區,小城里,"3,945.00",1937,2008,896.00,0.462570986060919
新店區,香坡里,"10,546.00",5100,5446,"1,915.00",0.375490196078431
新店區,建國里,"3,191.00",1462,1729,638.00,0.436388508891929
新店區,復興里,"3,476.00",1672,1804,556.00,0.332535885167464
新店區,美城里,"2,838.00",1375,1463,467.00,0.339636363636364
新店區,安昌里,"5,478.00",2566,2912,963.00,0.375292283710055
新店區,長春里,"2,625.00",1228,1397,705.00,0.574104234527687
新店區,新和里,"4,345.00",2080,2265,712.00,0.342307692307692
新店區,永平里,"5,999.00",2890,3109,966.00,0.334256055363322
新店區,達觀里,"3,827.00",1795,2032,801.00,0.446239554317549
新店區,華城里,"2,679.00",1246,1433,742.00,0.595505617977528
樹林區,三多里,"4,387.00",2213,2174,521.00,0.235427022141889
樹林區,三福里,"4,398.00",2171,2227,463.00,0.213265776140028
樹林區,三興里,"5,196.00",2654,2542,528.00,0.198944988696307
樹林區,圳安里,"3,804.00",1920,1884,425.00,0.221354166666667
樹林區,保安里,"6,816.00",3408,3408,964.00,0.282863849765258
樹林區,潭底里,"5,172.00",2825,2347,554.00,0.196106194690266
樹林區,󿾵寮里,"5,379.00",2673,2706,541.00,0.202394313505425
樹林區,樹德里,"3,885.00",1917,1968,551.00,0.287428273343766
樹林區,樹西里,"5,523.00",2722,2801,905.00,0.332476120499633
樹林區,樹南里,"4,447.00",2193,2254,682.00,0.310989512083903
樹林區,樹人里,"3,650.00",1786,1864,456.00,0.25531914893617
樹林區,坡內里,"1,824.00",918,906,191.00,0.208061002178649
樹林區,樹東里,"1,221.00",609,612,183.00,0.300492610837438
樹林區,大同里,"3,732.00",1794,1938,526.00,0.293199554069119
樹林區,和平里,"4,140.00",2074,2066,502.00,0.242044358727097
樹林區,彭厝里,"5,378.00",2659,2719,621.00,0.233546446032343
樹林區,彭福里,"5,476.00",2720,2756,640.00,0.235294117647059
樹林區,東山里,"3,467.00",1767,1700,354.00,0.200339558573854
樹林區,東陽里,"6,379.00",3246,3133,725.00,0.223351817621688
樹林區,東昇里,"5,144.00",2540,2604,680.00,0.267716535433071
樹林區,樂山里,"1,863.00",974,889,165.00,0.169404517453799
樹林區,東園里,"1,922.00",1043,879,169.00,0.162032598274209
樹林區,西園里,"1,945.00",1048,897,206.00,0.196564885496183
樹林區,南園里,"14,950.00",7164,7786,"2,634.00",0.367671691792295
樹林區,北園里,"2,365.00",1235,1130,232.00,0.187854251012146
樹林區,柑園里,"9,521.00",4604,4917,"1,877.00",0.407688966116421
樹林區,樹北里,963.00,475,488,128.00,0.269473684210526
樹林區,圳福里,"4,656.00",2330,2326,542.00,0.232618025751073
樹林區,樹興里,"3,989.00",1970,2019,518.00,0.262944162436548
樹林區,樹福里,"3,801.00",1812,1989,649.00,0.358167770419426
樹林區,光興里,"4,222.00",2120,2102,466.00,0.219811320754717
樹林區,金寮里,"4,602.00",2318,2284,482.00,0.207937877480587
樹林區,彭興里,"6,276.00",3127,3149,674.00,0.215542053086025
樹林區,文林里,"5,511.00",2711,2800,682.00,0.251567687200295
樹林區,山佳里,"6,122.00",3119,3003,716.00,0.229560756652773
樹林區,中山里,"5,528.00",2804,2724,620.00,0.22111269614836
樹林區,育英里,"3,258.00",1585,1673,479.00,0.302208201892745
樹林區,中華里,"3,544.00",1705,1839,454.00,0.266275659824047
樹林區,太順里,"2,948.00",1509,1439,309.00,0.204771371769384
樹林區,圳民里,"2,923.00",1510,1413,362.00,0.239735099337748
樹林區,圳生里,"1,733.00",906,827,232.00,0.2560706401766
樹林區,三龍里,"2,183.00",1125,1058,282.00,0.250666666666667
鶯歌區,東鶯里,"1,132.00",573,559,148.00,0.258289703315881
鶯歌區,西鶯里,"2,468.00",1227,1241,296.00,0.241238793806031
鶯歌區,南鶯里,"6,190.00",3047,3143,811.00,0.266163439448638
鶯歌區,北鶯里,"4,521.00",2273,2248,626.00,0.27540695116586
鶯歌區,中鶯里,"1,134.00",552,582,154.00,0.278985507246377
鶯歌區,建德里,605.00,336,269,54.00,0.160714285714286
鶯歌區,同慶里,"1,962.00",943,1019,231.00,0.244962884411453
鶯歌區,永昌里,"9,413.00",4676,4737,"1,084.00",0.231822070145423
鶯歌區,南靖里,"3,864.00",1968,1896,457.00,0.232215447154472
鶯歌區,尖山里,"7,578.00",3809,3769,904.00,0.23733263323707
鶯歌區,二橋里,"8,457.00",4321,4136,863.00,0.199722286507753
鶯歌區,二甲里,"1,063.00",559,504,86.00,0.153846153846154
鶯歌區,東湖里,288.00,158,130,24.00,0.151898734177215
鶯歌區,大湖里,"5,517.00",2782,2735,728.00,0.261682242990654
鶯歌區,鳳鳴里,"5,004.00",2521,2483,545.00,0.216184053946846
鶯歌區,鳳福里,"4,209.00",2070,2139,496.00,0.239613526570048
鶯歌區,永吉里,"5,318.00",2657,2661,592.00,0.222807677832142
鶯歌區,中湖里,"6,341.00",3264,3077,606.00,0.185661764705882
鶯歌區,鳳祥里,"4,966.00",2478,2488,552.00,0.222760290556901
鶯歌區,建國里,"7,332.00",3571,3761,891.00,0.249509941192943
三峽區,三峽里,316.00,176,140,40.00,0.227272727272727
三峽區,秀川里,701.00,341,360,77.00,0.225806451612903
三峽區,八張里,"4,260.00",2140,2120,457.00,0.213551401869159
三峽區,中埔里,"3,128.00",1550,1578,346.00,0.223225806451613
三峽區,弘道里,"1,264.00",702,562,105.00,0.14957264957265
三峽區,永舘里,"8,035.00",3846,4189,"1,047.00",0.272230889235569
三峽區,礁溪里,"6,067.00",2992,3075,668.00,0.223262032085562
三峽區,鳶山里,"10,606.00",5276,5330,"1,290.00",0.244503411675512
三峽區,龍埔里,"9,872.00",4901,4971,"1,203.00",0.245460110181596
三峽區,大埔里,"4,389.00",2312,2077,452.00,0.195501730103806
三峽區,嘉添里,"2,620.00",1529,1091,263.00,0.172007848266841
三峽區,添福里,"1,247.00",674,573,94.00,0.13946587537092
三峽區,金圳里,566.00,332,234,33.00,0.0993975903614458
三峽區,五寮里,986.00,531,455,61.00,0.114877589453861
三峽區,插角里,783.00,454,329,44.00,0.0969162995594714
三峽區,有木里,827.00,487,340,39.00,0.080082135523614
三峽區,溪北里,"2,551.00",1352,1199,214.00,0.158284023668639
三峽區,溪南里,"1,689.00",919,770,153.00,0.166485310119695
三峽區,溪東里,"3,259.00",1693,1566,295.00,0.174246898995865
三峽區,成福里,"1,022.00",552,470,109.00,0.197463768115942
三峽區,安坑里,"1,567.00",875,692,109.00,0.124571428571429
三峽區,竹崙里,"2,181.00",1229,952,173.00,0.140764849471115
三峽區,介壽里,"7,032.00",3556,3476,749.00,0.210629921259843
三峽區,安溪里,"8,132.00",4042,4090,"1,006.00",0.248886689757546
三峽區,中正里,"5,559.00",2782,2777,568.00,0.204169662113587
三峽區,二鬮里,"3,736.00",1892,1844,432.00,0.228329809725159
三峽區,龍學里,"15,308.00",7085,8223,"2,876.00",0.405928016937191
三峽區,龍恩里,"6,238.00",3005,3233,"1,073.00",0.357071547420965
淡水區,中和里,660.00,376,284,39.00,0.103723404255319
淡水區,屯山里,"1,203.00",652,551,117.00,0.179447852760736
淡水區,賢孝里,"1,695.00",906,789,171.00,0.188741721854305
淡水區,興仁里,"1,742.00",926,816,209.00,0.225701943844492
淡水區,蕃薯里,"1,104.00",614,490,127.00,0.206840390879479
淡水區,義山里,"2,919.00",1527,1392,269.00,0.176162409954159
淡水區,忠山里,948.00,514,434,96.00,0.186770428015564
淡水區,崁頂里,"11,168.00",5416,5752,"2,124.00",0.392171344165436
淡水區,埤島里,"1,621.00",867,754,202.00,0.232987312572088
淡水區,新興里,"7,513.00",3524,3989,"1,148.00",0.325766174801362
淡水區,水碓里,"6,256.00",3033,3223,863.00,0.284536762281569
淡水區,北投里,"10,395.00",4949,5446,"1,815.00",0.366740755708224
淡水區,水源里,"2,372.00",1283,1089,272.00,0.212003117692907
淡水區,忠寮里,"1,237.00",687,550,121.00,0.176128093158661
淡水區,樹興里,"1,404.00",733,671,213.00,0.290586630286494
淡水區,坪頂里,"1,457.00",715,742,230.00,0.321678321678322
淡水區,福德里,"6,759.00",3237,3522,"1,420.00",0.438677788075378
淡水區,竹圍里,"6,365.00",2906,3459,"1,155.00",0.397453544390915
淡水區,民生里,"7,273.00",3336,3937,"1,206.00",0.361510791366906
淡水區,八勢里,"5,335.00",2353,2982,"1,194.00",0.507437314067148
淡水區,竿蓁里,"10,291.00",4746,5545,"2,228.00",0.46944795617362
淡水區,鄧公里,"6,295.00",2948,3347,"1,249.00",0.423677069199457
淡水區,中興里,"4,295.00",2084,2211,522.00,0.250479846449136
淡水區,長庚里,"1,529.00",766,763,229.00,0.298955613577024
淡水區,清文里,"1,248.00",636,612,179.00,0.281446540880503
淡水區,草東里,826.00,423,403,127.00,0.300236406619385
淡水區,協元里,"1,602.00",804,798,218.00,0.271144278606965
淡水區,永吉里,973.00,477,496,130.00,0.272536687631027
淡水區,民安里,797.00,392,405,128.00,0.326530612244898
淡水區,新生里,489.00,232,257,99.00,0.426724137931035
淡水區,文化里,"1,929.00",901,1028,324.00,0.359600443951165
淡水區,油車里,"5,736.00",2782,2954,860.00,0.309130122214234
淡水區,沙崙里,"4,060.00",2002,2058,540.00,0.26973026973027
淡水區,新義里,"4,511.00",2204,2307,548.00,0.248638838475499
淡水區,新春里,"8,311.00",3965,4346,"1,380.00",0.348045397225725
淡水區,新民里,"4,906.00",2363,2543,954.00,0.403724079559882
淡水區,正德里,"4,759.00",2180,2579,731.00,0.335321100917431
淡水區,北新里,"2,953.00",1375,1578,531.00,0.386181818181818
淡水區,民權里,"4,387.00",2016,2371,771.00,0.382440476190476
淡水區,幸福里,"4,306.00",2096,2210,620.00,0.295801526717557
淡水區,學府里,"4,784.00",2298,2486,751.00,0.32680591818973
淡水區,大庄里,"6,425.00",3029,3396,"1,145.00",0.37801254539452
汐止區,義民里,"1,453.00",712,741,196.00,0.275280898876405
汐止區,禮門里,"1,086.00",535,551,139.00,0.25981308411215
汐止區,智慧里,"4,696.00",2155,2541,852.00,0.395359628770302
汐止區,信望里,345.00,176,169,56.00,0.318181818181818
汐止區,橋東里,"3,023.00",1429,1594,375.00,0.262421273617915
汐止區,秀峰里,"5,714.00",3001,2713,658.00,0.219260246584472
汐止區,新昌里,"5,756.00",2832,2924,904.00,0.319209039548023
汐止區,復興里,"7,191.00",3318,3873,"1,414.00",0.426160337552743
汐止區,茄苳里,"4,963.00",2490,2473,507.00,0.203614457831325
汐止區,長安里,"1,696.00",871,825,203.00,0.233065442020666
汐止區,保安里,"1,697.00",847,850,194.00,0.229043683589138
汐止區,保長里,"4,465.00",2237,2228,581.00,0.259722843093429
汐止區,鄉長里,"2,380.00",1206,1174,302.00,0.250414593698176
汐止區,江北里,"6,267.00",3199,3068,784.00,0.24507658643326
汐止區,拱北里,"5,194.00",2645,2549,632.00,0.238941398865785
汐止區,烘內里,"1,576.00",809,767,247.00,0.305315203955501
汐止區,八連里,"1,034.00",557,477,122.00,0.21903052064632
汐止區,樟樹里,"2,212.00",1176,1036,272.00,0.231292517006803
汐止區,北峰里,"4,494.00",2286,2208,597.00,0.261154855643045
汐止區,北山里,"5,412.00",2561,2851,894.00,0.349082389691527
汐止區,白雲里,"4,486.00",2222,2264,672.00,0.302430243024302
汐止區,橫科里,"4,577.00",2238,2339,669.00,0.298927613941019
汐止區,東山里,631.00,329,302,58.00,0.17629179331307
汐止區,福山里,"3,619.00",1709,1910,774.00,0.452896430661205
汐止區,宜興里,"2,956.00",1390,1566,524.00,0.376978417266187
汐止區,中興里,"7,393.00",3622,3771,"1,080.00",0.298177802319161
汐止區,湖光里,"5,678.00",2711,2967,"1,128.00",0.416082626337145
汐止區,仁德里,"1,766.00",870,896,234.00,0.268965517241379
汐止區,厚德里,"7,599.00",3756,3843,"1,067.00",0.284078807241747
汐止區,忠孝里,"7,769.00",3759,4010,"1,224.00",0.32561851556265
汐止區,自強里,"5,251.00",2550,2701,824.00,0.323137254901961
汐止區,文化里,"4,447.00",2178,2269,699.00,0.320936639118457
汐止區,金龍里,"5,044.00",2478,2566,760.00,0.306698950766747
汐止區,福德里,"3,272.00",1569,1703,486.00,0.309751434034417
汐止區,興福里,"3,058.00",1493,1565,490.00,0.328198258539853
汐止區,康福里,"5,170.00",2421,2749,835.00,0.344898802147873
汐止區,忠山里,"3,423.00",1645,1778,950.00,0.577507598784195
汐止區,環河里,"1,222.00",666,556,117.00,0.175675675675676
汐止區,東勢里,"4,100.00",2003,2097,941.00,0.469795307039441
汐止區,山光里,"2,841.00",1391,1450,312.00,0.224299065420561
汐止區,大同里,"2,921.00",1386,1535,471.00,0.33982683982684
汐止區,崇德里,"5,314.00",2607,2707,853.00,0.327196010740315
汐止區,湖興里,"6,341.00",3132,3209,"1,326.00",0.423371647509579
汐止區,長青里,980.00,461,519,255.00,0.553145336225597
汐止區,福安里,"6,397.00",3074,3323,987.00,0.321080026024723
汐止區,秀山里,"4,627.00",2279,2348,821.00,0.36024572180781
汐止區,建成里,"5,281.00",2472,2809,844.00,0.341423948220065
汐止區,城中里,"4,710.00",2196,2514,727.00,0.331056466302368
汐止區,湖蓮里,"2,671.00",1250,1421,669.00,0.5352
汐止區,保新里,"2,912.00",1411,1501,401.00,0.284195605953225
瑞芳區,龍潭里,802.00,398,404,116.00,0.291457286432161
瑞芳區,龍興里,"2,309.00",1140,1169,272.00,0.23859649122807
瑞芳區,龍鎮里,"1,446.00",720,726,135.00,0.1875
瑞芳區,龍川里,"1,915.00",923,992,156.00,0.169014084507042
瑞芳區,龍山里,"1,534.00",821,713,152.00,0.185140073081608
瑞芳區,龍安里,714.00,360,354,63.00,0.175
瑞芳區,爪峯里,"4,287.00",2116,2171,401.00,0.189508506616257
瑞芳區,柑坪里,"1,283.00",678,605,104.00,0.153392330383481
瑞芳區,東和里,"2,024.00",1006,1018,160.00,0.159045725646123
瑞芳區,上天里,"1,481.00",796,685,129.00,0.162060301507538
瑞芳區,吉慶里,"1,908.00",1007,901,180.00,0.178748758689176
瑞芳區,吉安里,"3,488.00",1763,1725,339.00,0.192285876347136
瑞芳區,傑魚里,"2,281.00",1174,1107,198.00,0.168654173764906
瑞芳區,猴硐里,528.00,299,229,37.00,0.123745819397993
瑞芳區,光復里,319.00,170,149,10.00,0.0588235294117647
瑞芳區,弓橋里,325.00,191,134,30.00,0.157068062827225
瑞芳區,碩仁里,178.00,98,80,13.00,0.13265306122449
瑞芳區,基山里,507.00,260,247,35.00,0.134615384615385
瑞芳區,永慶里,487.00,254,233,32.00,0.125984251968504
瑞芳區,崇文里,359.00,188,171,22.00,0.117021276595745
瑞芳區,福住里,188.00,104,84,17.00,0.163461538461538
瑞芳區,頌德里,385.00,195,190,33.00,0.169230769230769
瑞芳區,新山里,396.00,219,177,37.00,0.168949771689498
瑞芳區,瓜山里,197.00,104,93,19.00,0.182692307692308
瑞芳區,銅山里,222.00,124,98,20.00,0.161290322580645
瑞芳區,石山里,360.00,193,167,38.00,0.196891191709845
瑞芳區,濓新里,316.00,154,162,17.00,0.11038961038961
瑞芳區,濓洞里,526.00,245,281,38.00,0.155102040816327
瑞芳區,海濱里,"1,353.00",624,729,86.00,0.137820512820513
瑞芳區,瑞濱里,"2,259.00",1107,1152,169.00,0.152664859981933
瑞芳區,深澳里,"1,408.00",674,734,83.00,0.123145400593472
瑞芳區,南雅里,286.00,149,137,20.00,0.134228187919463
瑞芳區,鼻頭里,971.00,483,488,62.00,0.128364389233954
瑞芳區,新峰里,"3,635.00",1832,1803,324.00,0.176855895196507
土城區,埤塘里,"5,526.00",3170,2356,545.00,0.17192429022082
土城區,土城里,"2,184.00",1072,1112,270.00,0.251865671641791
土城區,員林里,"6,109.00",2984,3125,882.00,0.295576407506702
土城區,員仁里,"5,913.00",2918,2995,715.00,0.24503084304318
土城區,長風里,"2,152.00",1049,1103,436.00,0.415633937082936
土城區,日新里,"4,930.00",2455,2475,632.00,0.257433808553971
土城區,日和里,"6,102.00",2996,3106,739.00,0.246662216288385
土城區,貨饒里,"4,246.00",2106,2140,593.00,0.281576448243115
土城區,柑林里,"3,515.00",1712,1803,487.00,0.28446261682243
土城區,埤林里,"8,993.00",4352,4641,"1,512.00",0.347426470588235
土城區,瑞興里,"3,326.00",1630,1696,421.00,0.258282208588957
土城區,清水里,"8,562.00",4180,4382,"1,126.00",0.269377990430622
土城區,清和里,"6,539.00",3327,3212,697.00,0.209498046287947
土城區,永豐里,"4,704.00",2303,2401,684.00,0.297003907946157
土城區,清化里,"1,728.00",913,815,189.00,0.207009857612267
土城區,清溪里,"7,347.00",3635,3712,"1,034.00",0.284456671251719
土城區,峯廷里,"7,893.00",3905,3988,921.00,0.235851472471191
土城區,平和里,"7,387.00",3661,3726,958.00,0.261677137394155
土城區,廷寮里,"5,158.00",2579,2579,648.00,0.251260178363707
土城區,大安里,"5,045.00",2530,2515,652.00,0.257707509881423
土城區,永寧里,"8,764.00",4351,4413,"1,010.00",0.232130544702367
土城區,沛陂里,"4,751.00",2428,2323,580.00,0.238879736408567
土城區,頂埔里,"5,182.00",2568,2614,609.00,0.23714953271028
土城區,頂福里,"5,394.00",2710,2684,542.00,0.2
土城區,頂新里,"2,991.00",1428,1563,491.00,0.343837535014006
土城區,祖田里,"1,744.00",895,849,172.00,0.192178770949721
土城區,樂利里,"5,472.00",2693,2779,784.00,0.291125139249907
土城區,廣福里,"5,956.00",2938,3018,"1,029.00",0.350238257317903
土城區,學府里,"3,811.00",1834,1977,547.00,0.298255179934569
土城區,延壽里,"4,818.00",2426,2392,549.00,0.226298433635614
土城區,安和里,"5,233.00",2586,2647,663.00,0.256380510440835
土城區,青雲里,"3,203.00",1581,1622,414.00,0.261859582542695
土城區,員福里,"5,800.00",2923,2877,804.00,0.275059869996579
土城區,延吉里,"4,596.00",2318,2278,486.00,0.209663503019845
土城區,復興里,"4,767.00",2350,2417,675.00,0.287234042553192
土城區,裕生里,"5,796.00",2844,2952,769.00,0.270393811533052
土城區,員信里,"4,614.00",2273,2341,646.00,0.284205895292565
