site_id,village,people_total,people_total_m,people_total_f,,ratio
區域別,村里,人口數,人口數-男,人口數-女,,ratio
新莊區,中美里,"6,341.00",3077,3264,777.00,3.96010296010296
新莊區,八德里,"3,282.00",1598,1684,"1,122.00",1.42424242424242
新莊區,興漢里,"3,728.00",1853,1875,352.00,5.26420454545455
新莊區,中和里,"4,911.00",2410,2501,843.00,2.858837485172
新莊區,西盛里,"11,267.00",5597,5670,358.00,15.6340782122905
新莊區,榮和里,"4,872.00",2865,2007,576.00,4.97395833333333
新莊區,中泰里,"4,740.00",2349,2391,674.00,3.48516320474777
新莊區,瓊林里,"6,329.00",3210,3119,"1,452.00",2.21074380165289
新莊區,文德里,"1,913.00",945,968,571.00,1.65499124343257
新莊區,中誠里,"2,339.00",1160,1179,547.00,2.12065813528336
新莊區,裕民里,"7,581.00",3773,3808,688.00,5.48401162790698
新莊區,文明里,"1,958.00",933,1025,273.00,3.41758241758242
新莊區,中港里,"6,817.00",3320,3497,285.00,11.6491228070175
新莊區,富國里,"2,530.00",1271,1259,901.00,1.41065482796892
新莊區,思源里,"5,774.00",2792,2982,279.00,10.0071684587814
新莊區,立人里,"2,473.00",1214,1259,"1,008.00",1.20436507936508
新莊區,南港里,"5,545.00",2724,2821,309.00,8.81553398058252
新莊區,仁愛里,"2,853.00",1390,1463,713.00,1.94950911640954
新莊區,立德里,"2,704.00",1304,1400,455.00,2.86593406593407
新莊區,信義里,"5,851.00",2814,3037,766.00,3.67362924281984
新莊區,立言里,"5,458.00",2611,2847,290.00,9.00344827586207
新莊區,民安里,"6,345.00",3067,3278,461.00,6.6529284164859
新莊區,和平里,"5,045.00",2467,2578,701.00,3.51925820256776
新莊區,立功里,"3,907.00",1897,2010,865.00,2.19306358381503
新莊區,民本里,"3,195.00",1619,1576,821.00,1.97198538367844
新莊區,化成里,"3,663.00",1844,1819,734.00,2.51226158038147
新莊區,立志里,"4,206.00",2050,2156,464.00,4.41810344827586
新莊區,光華里,"7,935.00",3880,4055,381.00,10.1837270341207
新莊區,思賢里,"4,468.00",2209,2259,535.00,4.12897196261682
新莊區,營盤里,"2,360.00",1201,1159,537.00,2.2364990689013
新莊區,光榮里,"4,894.00",2382,2512,856.00,2.78271028037383
新莊區,自強里,"2,847.00",1470,1377,656.00,2.24085365853659
新莊區,丹鳳里,"8,523.00",4198,4325,373.00,11.254691689008
新莊區,光明里,"4,925.00",2388,2537,550.00,4.34181818181818
新莊區,自立里,"5,767.00",2737,3030,285.00,9.60350877192983
新莊區,合鳳里,"4,839.00",2430,2409,970.00,2.50515463917526
新莊區,幸福里,"4,647.00",2260,2387,495.00,4.56565656565657
新莊區,雙鳳里,"11,367.00",5627,5740,674.00,8.3486646884273
新莊區,自信里,"2,675.00",1298,1377,560.00,2.31785714285714
新莊區,龍鳳里,"9,413.00",4469,4944,519.00,8.61078998073218
新莊區,中華里,"2,979.00",1465,1514,"1,584.00",0.924873737373737
新莊區,中隆里,"4,890.00",2376,2514,329.00,7.22188449848024
新莊區,中原里,"10,604.00",5137,5467,"1,391.00",3.69302659956866
新莊區,中信里,"9,257.00",4495,4762,455.00,9.87912087912088
新莊區,四維里,"4,922.00",2383,2539,674.00,3.53560830860534
新莊區,建福里,"2,637.00",1321,1316,"1,564.00",0.84462915601023
新莊區,中宏里,"3,935.00",1945,1990,19.00,102.368421052632
新莊區,中全里,"3,809.00",1906,1903,"1,262.00",1.51030110935024
新莊區,立泰里,"5,169.00",2493,2676,562.00,4.43594306049822
新莊區,全泰里,"5,364.00",2652,2712,364.00,7.28571428571429
新莊區,仁義里,"3,970.00",1990,1980,592.00,3.36148648648649
新莊區,立基里,"6,590.00",3205,3385,453.00,7.07505518763797
新莊區,昌明里,"3,794.00",1824,1970,711.00,2.56540084388186
新莊區,昌平里,"6,036.00",2831,3205,930.00,3.04408602150538
新莊區,文聖里,"3,727.00",1745,1982,440.00,3.96590909090909
新莊區,萬安里,"3,936.00",1879,2057,"1,104.00",1.70199275362319
新莊區,龍安里,"2,503.00",1253,1250,564.00,2.22163120567376
新莊區,福營里,"2,630.00",1338,1292,"1,082.00",1.2365988909427
新莊區,後德里,"3,145.00",1573,1572,621.00,2.53301127214171
新莊區,建安里,"6,889.00",3346,3543,493.00,6.78701825557809
新莊區,成德里,"5,341.00",2564,2777,332.00,7.72289156626506
新莊區,福興里,"6,102.00",3089,3013,408.00,7.57107843137255
新莊區,昌信里,"3,927.00",1851,2076,527.00,3.5123339658444
新莊區,昌隆里,"4,657.00",2176,2481,"1,021.00",2.13124387855044
新莊區,中平里,"9,483.00",4396,5087,630.00,6.97777777777778
新莊區,立廷里,"11,764.00",5579,6185,877.00,6.36145952109464
新莊區,泰豐里,"2,610.00",1282,1328,609.00,2.10509031198686
新莊區,富民里,"3,994.00",1965,2029,705.00,2.78723404255319
新莊區,龍福里,"2,384.00",1126,1258,"1,327.00",0.848530519969857
新莊區,祥鳳里,"2,574.00",1278,1296,"2,023.00",0.63173504695996
新莊區,民全里,"3,953.00",1972,1981,318.00,6.20125786163522
新莊區,民有里,"4,270.00",2047,2223,533.00,3.84052532833021
新莊區,光正里,"4,923.00",2430,2493,332.00,7.31927710843374
新莊區,光和里,"2,974.00",1439,1535,301.00,4.78073089700997
新店區,國豐里,"3,491.00",1607,1884,548.00,2.93248175182482
新店區,明德里,"4,172.00",1935,2237,516.00,3.75
新店區,大豐里,"3,885.00",1835,2050,576.00,3.18576388888889
新店區,大同里,"4,122.00",1980,2142,338.00,5.85798816568047
新店區,江陵里,"5,622.00",2660,2962,705.00,3.77304964539007
新店區,寶興里,"5,400.00",2574,2826,877.00,2.93500570125428
新店區,寶安里,"5,619.00",2633,2986,763.00,3.45085190039319
新店區,信義里,"6,351.00",3042,3309,864.00,3.52083333333333
新店區,忠孝里,"2,876.00",1381,1495,"1,345.00",1.02676579925651
新店區,大鵬里,"2,733.00",1339,1394,"1,161.00",1.15331610680448
新店區,太平里,"3,276.00",1575,1701,"1,237.00",1.27324171382377
新店區,頂城里,"1,745.00",924,821,"1,316.00",0.702127659574468
新店區,下城里,"3,436.00",1762,1674,478.00,3.68619246861925
新店區,柴埕里,"9,336.00",4524,4812,687.00,6.58515283842795
新店區,永安里,"5,419.00",2639,2780,570.00,4.62982456140351
新店區,公崙里,"11,607.00",5632,5975,188.00,29.9574468085106
新店區,德安里,"6,554.00",3310,3244,617.00,5.3646677471637
新店區,雙城里,"6,064.00",3068,2996,"1,488.00",2.06182795698925
新店區,日興里,"6,089.00",3064,3025,700.00,4.37714285714286
新店區,玫瑰里,"6,242.00",2995,3247,"1,913.00",1.5656037637219
新店區,塗潭里,"1,051.00",556,495,827.00,0.672309552599758
新店區,美潭里,"5,429.00",2652,2777,736.00,3.60326086956522
新店區,員潭里,"5,033.00",2525,2508,644.00,3.92080745341615
新店區,雙坑里,874.00,496,378,69.00,7.18840579710145
新店區,粗坑里,"3,286.00",1568,1718,955.00,1.64188481675393
新店區,屈尺里,"2,614.00",1369,1245,79.00,17.3291139240506
新店區,龜山里,"1,800.00",919,881,926.00,0.99244060475162
新店區,廣興里,"1,383.00",763,620,699.00,1.09155937052933
新店區,直潭里,"1,305.00",691,614,633.00,1.09162717219589
新店區,青潭里,"5,643.00",2740,2903,299.00,9.16387959866221
新店區,新店里,"1,873.00",939,934,212.00,4.42924528301887
新店區,張南里,"2,136.00",963,1173,107.00,9
新店區,國校里,"2,672.00",1320,1352,196.00,6.73469387755102
新店區,文中里,"1,813.00",870,943,878.00,0.990888382687927
新店區,廣明里,878.00,440,438,282.00,1.56028368794326
新店區,文明里,"2,386.00",1169,1217,408.00,2.86519607843137
新店區,中興里,"5,450.00",2591,2859,467.00,5.54817987152034
新店區,新生里,"6,111.00",2843,3268,394.00,7.21573604060914
新店區,新德里,"2,828.00",1310,1518,140.00,9.35714285714286
新店區,張北里,"8,493.00",4066,4427,400.00,10.165
新店區,五峯里,"7,417.00",3476,3941,"1,188.00",2.92592592592593
新店區,新安里,"6,556.00",3424,3132,"1,284.00",2.66666666666667
新店區,忠誠里,"2,546.00",1210,1336,489.00,2.47443762781186
新店區,中正里,"6,670.00",3099,3571,"1,797.00",1.7245409015025
新店區,中華里,"4,504.00",2136,2368,"1,623.00",1.31608133086876
新店區,仁愛里,"2,162.00",1010,1152,"1,083.00",0.932594644506002
新店區,百忍里,"4,112.00",1921,2191,548.00,3.50547445255474
新店區,百和里,"3,441.00",1668,1773,"1,297.00",1.28604471858134
新店區,福德里,"4,155.00",1957,2198,930.00,2.10430107526882
新店區,百福里,"3,619.00",1679,1940,455.00,3.69010989010989
新店區,福民里,"4,276.00",1993,2283,757.00,2.63276089828269
新店區,中山里,"4,835.00",2221,2614,640.00,3.4703125
新店區,和平里,945.00,476,469,705.00,0.675177304964539
新店區,中央里,"5,894.00",2742,3152,809.00,3.389369592089
新店區,明城里,"3,633.00",1769,1864,"1,010.00",1.75148514851485
新店區,安和里,"7,544.00",3670,3874,"1,245.00",2.94779116465863
新店區,吉祥里,"4,944.00",2373,2571,86.00,27.593023255814
新店區,寶福里,"7,432.00",3604,3828,"1,516.00",2.37730870712401
新店區,小城里,"3,945.00",1937,2008,799.00,2.42428035043805
新店區,香坡里,"10,546.00",5100,5446,"1,224.00",4.16666666666667
新店區,建國里,"3,191.00",1462,1729,975.00,1.49948717948718
新店區,復興里,"3,476.00",1672,1804,"1,416.00",1.18079096045198
新店區,美城里,"2,838.00",1375,1463,896.00,1.53459821428571
新店區,安昌里,"5,478.00",2566,2912,"1,915.00",1.33994778067885
新店區,長春里,"2,625.00",1228,1397,638.00,1.92476489028213
新店區,新和里,"4,345.00",2080,2265,556.00,3.7410071942446
新店區,永平里,"5,999.00",2890,3109,467.00,6.18843683083512
新店區,達觀里,"3,827.00",1795,2032,963.00,1.86396677050883
新店區,華城里,"2,679.00",1246,1433,705.00,1.76737588652482
樹林區,三多里,"4,387.00",2213,2174,712.00,3.10814606741573
樹林區,三福里,"4,398.00",2171,2227,966.00,2.24741200828157
樹林區,三興里,"5,196.00",2654,2542,801.00,3.31335830212235
樹林區,圳安里,"3,804.00",1920,1884,742.00,2.58760107816712
樹林區,保安里,"6,816.00",3408,3408,521.00,6.54126679462572
樹林區,潭底里,"5,172.00",2825,2347,463.00,6.10151187904968
樹林區,󿾵寮里,"5,379.00",2673,2706,528.00,5.0625
樹林區,樹德里,"3,885.00",1917,1968,425.00,4.51058823529412
樹林區,樹西里,"5,523.00",2722,2801,964.00,2.82365145228216
樹林區,樹南里,"4,447.00",2193,2254,554.00,3.95848375451264
樹林區,樹人里,"3,650.00",1786,1864,541.00,3.30129390018484
樹林區,坡內里,"1,824.00",918,906,551.00,1.66606170598911
樹林區,樹東里,"1,221.00",609,612,905.00,0.67292817679558
樹林區,大同里,"3,732.00",1794,1938,682.00,2.63049853372434
樹林區,和平里,"4,140.00",2074,2066,456.00,4.54824561403509
樹林區,彭厝里,"5,378.00",2659,2719,191.00,13.9214659685864
樹林區,彭福里,"5,476.00",2720,2756,183.00,14.8633879781421
樹林區,東山里,"3,467.00",1767,1700,526.00,3.35931558935361
樹林區,東陽里,"6,379.00",3246,3133,502.00,6.46613545816733
樹林區,東昇里,"5,144.00",2540,2604,621.00,4.0901771336554
樹林區,樂山里,"1,863.00",974,889,640.00,1.521875
樹林區,東園里,"1,922.00",1043,879,354.00,2.94632768361582
樹林區,西園里,"1,945.00",1048,897,725.00,1.44551724137931
樹林區,南園里,"14,950.00",7164,7786,680.00,10.5352941176471
樹林區,北園里,"2,365.00",1235,1130,165.00,7.48484848484848
樹林區,柑園里,"9,521.00",4604,4917,169.00,27.2426035502959
樹林區,樹北里,963.00,475,488,206.00,2.30582524271845
樹林區,圳福里,"4,656.00",2330,2326,"2,634.00",0.884586180713743
樹林區,樹興里,"3,989.00",1970,2019,232.00,8.49137931034483
樹林區,樹福里,"3,801.00",1812,1989,"1,877.00",0.965370271710176
樹林區,光興里,"4,222.00",2120,2102,128.00,16.5625
樹林區,金寮里,"4,602.00",2318,2284,542.00,4.27675276752768
樹林區,彭興里,"6,276.00",3127,3149,518.00,6.03667953667954
樹林區,文林里,"5,511.00",2711,2800,649.00,4.17719568567026
樹林區,山佳里,"6,122.00",3119,3003,466.00,6.6931330472103
樹林區,中山里,"5,528.00",2804,2724,482.00,5.81742738589212
樹林區,育英里,"3,258.00",1585,1673,674.00,2.35163204747775
樹林區,中華里,"3,544.00",1705,1839,682.00,2.5
樹林區,太順里,"2,948.00",1509,1439,716.00,2.10754189944134
樹林區,圳民里,"2,923.00",1510,1413,620.00,2.43548387096774
樹林區,圳生里,"1,733.00",906,827,479.00,1.89144050104384
樹林區,三龍里,"2,183.00",1125,1058,454.00,2.47797356828194
鶯歌區,東鶯里,"1,132.00",573,559,309.00,1.85436893203884
鶯歌區,西鶯里,"2,468.00",1227,1241,362.00,3.38950276243094
鶯歌區,南鶯里,"6,190.00",3047,3143,232.00,13.1336206896552
鶯歌區,北鶯里,"4,521.00",2273,2248,282.00,8.06028368794326
鶯歌區,中鶯里,"1,134.00",552,582,148.00,3.72972972972973
鶯歌區,建德里,605.00,336,269,296.00,1.13513513513514
鶯歌區,同慶里,"1,962.00",943,1019,811.00,1.16276202219482
鶯歌區,永昌里,"9,413.00",4676,4737,626.00,7.46964856230032
鶯歌區,南靖里,"3,864.00",1968,1896,154.00,12.7792207792208
鶯歌區,尖山里,"7,578.00",3809,3769,54.00,70.537037037037
鶯歌區,二橋里,"8,457.00",4321,4136,231.00,18.7056277056277
鶯歌區,二甲里,"1,063.00",559,504,"1,084.00",0.515682656826568
鶯歌區,東湖里,288.00,158,130,457.00,0.345733041575492
鶯歌區,大湖里,"5,517.00",2782,2735,904.00,3.07743362831858
鶯歌區,鳳鳴里,"5,004.00",2521,2483,863.00,2.92120509849363
鶯歌區,鳳福里,"4,209.00",2070,2139,86.00,24.0697674418605
鶯歌區,永吉里,"5,318.00",2657,2661,24.00,110.708333333333
鶯歌區,中湖里,"6,341.00",3264,3077,728.00,4.48351648351648
鶯歌區,鳳祥里,"4,966.00",2478,2488,545.00,4.54678899082569
鶯歌區,建國里,"7,332.00",3571,3761,496.00,7.19959677419355
三峽區,三峽里,316.00,176,140,592.00,0.297297297297297
三峽區,秀川里,701.00,341,360,606.00,0.562706270627063
三峽區,八張里,"4,260.00",2140,2120,552.00,3.8768115942029
三峽區,中埔里,"3,128.00",1550,1578,891.00,1.73961840628507
三峽區,弘道里,"1,264.00",702,562,40.00,17.55
三峽區,永舘里,"8,035.00",3846,4189,77.00,49.948051948052
三峽區,礁溪里,"6,067.00",2992,3075,457.00,6.54704595185996
三峽區,鳶山里,"10,606.00",5276,5330,346.00,15.2485549132948
三峽區,龍埔里,"9,872.00",4901,4971,105.00,46.6761904761905
三峽區,大埔里,"4,389.00",2312,2077,"1,047.00",2.20821394460363
三峽區,嘉添里,"2,620.00",1529,1091,668.00,2.28892215568862
三峽區,添福里,"1,247.00",674,573,"1,290.00",0.522480620155039
三峽區,金圳里,566.00,332,234,"1,203.00",0.27597672485453
三峽區,五寮里,986.00,531,455,452.00,1.17477876106195
三峽區,插角里,783.00,454,329,3.00,151.333333333333
三峽區,有木里,827.00,487,340,263.00,1.85171102661597
三峽區,溪北里,"2,551.00",1352,1199,94.00,14.3829787234043
三峽區,溪南里,"1,689.00",919,770,33.00,27.8484848484848
三峽區,溪東里,"3,259.00",1693,1566,61.00,27.7540983606557
三峽區,成福里,"1,022.00",552,470,44.00,12.5454545454545
三峽區,安坑里,"1,567.00",875,692,39.00,22.4358974358974
三峽區,竹崙里,"2,181.00",1229,952,214.00,5.74299065420561
三峽區,介壽里,"7,032.00",3556,3476,153.00,23.2418300653595
三峽區,安溪里,"8,132.00",4042,4090,295.00,13.7016949152542
三峽區,中正里,"5,559.00",2782,2777,109.00,25.5229357798165
三峽區,二鬮里,"3,736.00",1892,1844,109.00,17.3577981651376
三峽區,龍學里,"15,308.00",7085,8223,173.00,40.9537572254335
三峽區,龍恩里,"6,238.00",3005,3233,749.00,4.01201602136182
淡水區,中和里,660.00,376,284,"1,006.00",0.37375745526839
淡水區,屯山里,"1,203.00",652,551,568.00,1.14788732394366
淡水區,賢孝里,"1,695.00",906,789,432.00,2.09722222222222
淡水區,興仁里,"1,742.00",926,816,"2,876.00",0.321974965229485
淡水區,蕃薯里,"1,104.00",614,490,"1,073.00",0.572227399813607
淡水區,義山里,"2,919.00",1527,1392,117.00,13.0512820512821
淡水區,忠山里,948.00,514,434,171.00,3.00584795321637
淡水區,崁頂里,"11,168.00",5416,5752,209.00,25.9138755980861
淡水區,埤島里,"1,621.00",867,754,127.00,6.82677165354331
淡水區,新興里,"7,513.00",3524,3989,269.00,13.1003717472119
淡水區,水碓里,"6,256.00",3033,3223,96.00,31.59375
淡水區,北投里,"10,395.00",4949,5446,"2,124.00",2.33003766478343
淡水區,水源里,"2,372.00",1283,1089,202.00,6.35148514851485
淡水區,忠寮里,"1,237.00",687,550,"1,148.00",0.598432055749129
淡水區,樹興里,"1,404.00",733,671,863.00,0.84936268829664
淡水區,坪頂里,"1,457.00",715,742,"1,815.00",0.393939393939394
淡水區,福德里,"6,759.00",3237,3522,272.00,11.9007352941176
淡水區,竹圍里,"6,365.00",2906,3459,121.00,24.0165289256198
淡水區,民生里,"7,273.00",3336,3937,213.00,15.6619718309859
淡水區,八勢里,"5,335.00",2353,2982,230.00,10.2304347826087
淡水區,竿蓁里,"10,291.00",4746,5545,"1,420.00",3.34225352112676
淡水區,鄧公里,"6,295.00",2948,3347,"1,155.00",2.55238095238095
淡水區,中興里,"4,295.00",2084,2211,"1,206.00",1.72802653399668
淡水區,長庚里,"1,529.00",766,763,"1,194.00",0.641541038525963
淡水區,清文里,"1,248.00",636,612,"2,228.00",0.285457809694794
淡水區,草東里,826.00,423,403,"1,249.00",0.3386709367494
淡水區,協元里,"1,602.00",804,798,522.00,1.54022988505747
淡水區,永吉里,973.00,477,496,229.00,2.08296943231441
淡水區,民安里,797.00,392,405,179.00,2.18994413407821
淡水區,新生里,489.00,232,257,127.00,1.82677165354331
淡水區,文化里,"1,929.00",901,1028,218.00,4.13302752293578
淡水區,油車里,"5,736.00",2782,2954,130.00,21.4
淡水區,沙崙里,"4,060.00",2002,2058,128.00,15.640625
淡水區,新義里,"4,511.00",2204,2307,99.00,22.2626262626263
淡水區,新春里,"8,311.00",3965,4346,324.00,12.2376543209877
淡水區,新民里,"4,906.00",2363,2543,860.00,2.74767441860465
淡水區,正德里,"4,759.00",2180,2579,540.00,4.03703703703704
淡水區,北新里,"2,953.00",1375,1578,548.00,2.50912408759124
淡水區,民權里,"4,387.00",2016,2371,"1,380.00",1.46086956521739
淡水區,幸福里,"4,306.00",2096,2210,954.00,2.19706498951782
淡水區,學府里,"4,784.00",2298,2486,731.00,3.14363885088919
淡水區,大庄里,"6,425.00",3029,3396,531.00,5.70433145009416
汐止區,義民里,"1,453.00",712,741,771.00,0.923476005188068
汐止區,禮門里,"1,086.00",535,551,620.00,0.862903225806452
汐止區,智慧里,"4,696.00",2155,2541,751.00,2.86950732356858
汐止區,信望里,345.00,176,169,"1,145.00",0.153711790393013
汐止區,橋東里,"3,023.00",1429,1594,196.00,7.29081632653061
汐止區,秀峰里,"5,714.00",3001,2713,139.00,21.589928057554
汐止區,新昌里,"5,756.00",2832,2924,852.00,3.32394366197183
汐止區,復興里,"7,191.00",3318,3873,56.00,59.25
汐止區,茄苳里,"4,963.00",2490,2473,375.00,6.64
汐止區,長安里,"1,696.00",871,825,658.00,1.32370820668693
汐止區,保安里,"1,697.00",847,850,904.00,0.936946902654867
汐止區,保長里,"4,465.00",2237,2228,"1,414.00",1.58203677510608
汐止區,鄉長里,"2,380.00",1206,1174,507.00,2.37869822485207
汐止區,江北里,"6,267.00",3199,3068,203.00,15.7586206896552
汐止區,拱北里,"5,194.00",2645,2549,194.00,13.6340206185567
汐止區,烘內里,"1,576.00",809,767,581.00,1.39242685025818
汐止區,八連里,"1,034.00",557,477,302.00,1.84437086092715
汐止區,樟樹里,"2,212.00",1176,1036,784.00,1.5
汐止區,北峰里,"4,494.00",2286,2208,632.00,3.61708860759494
汐止區,北山里,"5,412.00",2561,2851,247.00,10.3684210526316
汐止區,白雲里,"4,486.00",2222,2264,122.00,18.2131147540984
汐止區,橫科里,"4,577.00",2238,2339,272.00,8.22794117647059
汐止區,東山里,631.00,329,302,597.00,0.551088777219431
汐止區,福山里,"3,619.00",1709,1910,894.00,1.91163310961969
汐止區,宜興里,"2,956.00",1390,1566,672.00,2.06845238095238
汐止區,中興里,"7,393.00",3622,3771,669.00,5.41405082212257
汐止區,湖光里,"5,678.00",2711,2967,58.00,46.7413793103448
汐止區,仁德里,"1,766.00",870,896,774.00,1.12403100775194
汐止區,厚德里,"7,599.00",3756,3843,524.00,7.16793893129771
汐止區,忠孝里,"7,769.00",3759,4010,"1,080.00",3.48055555555556
汐止區,自強里,"5,251.00",2550,2701,"1,128.00",2.26063829787234
汐止區,文化里,"4,447.00",2178,2269,234.00,9.30769230769231
汐止區,金龍里,"5,044.00",2478,2566,"1,067.00",2.3223992502343
汐止區,福德里,"3,272.00",1569,1703,"1,224.00",1.28186274509804
汐止區,興福里,"3,058.00",1493,1565,824.00,1.8118932038835
汐止區,康福里,"5,170.00",2421,2749,699.00,3.46351931330472
汐止區,忠山里,"3,423.00",1645,1778,760.00,2.16447368421053
汐止區,環河里,"1,222.00",666,556,486.00,1.37037037037037
汐止區,東勢里,"4,100.00",2003,2097,490.00,4.08775510204082
汐止區,山光里,"2,841.00",1391,1450,835.00,1.66586826347305
汐止區,大同里,"2,921.00",1386,1535,950.00,1.45894736842105
汐止區,崇德里,"5,314.00",2607,2707,117.00,22.2820512820513
汐止區,湖興里,"6,341.00",3132,3209,941.00,3.32837407013815
汐止區,長青里,980.00,461,519,312.00,1.4775641025641
汐止區,福安里,"6,397.00",3074,3323,471.00,6.52653927813164
汐止區,秀山里,"4,627.00",2279,2348,853.00,2.67174677608441
汐止區,建成里,"5,281.00",2472,2809,"1,326.00",1.86425339366516
汐止區,城中里,"4,710.00",2196,2514,255.00,8.61176470588235
汐止區,湖蓮里,"2,671.00",1250,1421,987.00,1.26646403242148
汐止區,保新里,"2,912.00",1411,1501,821.00,1.71863580998782
瑞芳區,龍潭里,802.00,398,404,844.00,0.471563981042654
瑞芳區,龍興里,"2,309.00",1140,1169,727.00,1.56808803301238
瑞芳區,龍鎮里,"1,446.00",720,726,669.00,1.0762331838565
瑞芳區,龍川里,"1,915.00",923,992,401.00,2.30174563591022
瑞芳區,龍山里,"1,534.00",821,713,116.00,7.07758620689655
瑞芳區,龍安里,714.00,360,354,272.00,1.32352941176471
瑞芳區,爪峯里,"4,287.00",2116,2171,135.00,15.6740740740741
瑞芳區,柑坪里,"1,283.00",678,605,156.00,4.34615384615385
瑞芳區,東和里,"2,024.00",1006,1018,152.00,6.61842105263158
瑞芳區,上天里,"1,481.00",796,685,401.00,1.98503740648379
瑞芳區,吉慶里,"1,908.00",1007,901,104.00,9.68269230769231
瑞芳區,吉安里,"3,488.00",1763,1725,160.00,11.01875
瑞芳區,傑魚里,"2,281.00",1174,1107,129.00,9.10077519379845
瑞芳區,猴硐里,528.00,299,229,180.00,1.66111111111111
瑞芳區,光復里,319.00,170,149,339.00,0.501474926253687
瑞芳區,弓橋里,325.00,191,134,198.00,0.964646464646465
瑞芳區,碩仁里,178.00,98,80,37.00,2.64864864864865
瑞芳區,基山里,507.00,260,247,10.00,26
瑞芳區,永慶里,487.00,254,233,30.00,8.46666666666667
瑞芳區,崇文里,359.00,188,171,13.00,14.4615384615385
瑞芳區,福住里,188.00,104,84,35.00,2.97142857142857
瑞芳區,頌德里,385.00,195,190,32.00,6.09375
瑞芳區,新山里,396.00,219,177,22.00,9.95454545454546
瑞芳區,瓜山里,197.00,104,93,17.00,6.11764705882353
瑞芳區,銅山里,222.00,124,98,33.00,3.75757575757576
瑞芳區,石山里,360.00,193,167,19.00,10.1578947368421
瑞芳區,濓新里,316.00,154,162,20.00,7.7
瑞芳區,濓洞里,526.00,245,281,38.00,6.44736842105263
瑞芳區,海濱里,"1,353.00",624,729,17.00,36.7058823529412
瑞芳區,瑞濱里,"2,259.00",1107,1152,38.00,29.1315789473684
瑞芳區,深澳里,"1,408.00",674,734,86.00,7.83720930232558
瑞芳區,南雅里,286.00,149,137,169.00,0.881656804733728
瑞芳區,鼻頭里,971.00,483,488,83.00,5.81927710843374
瑞芳區,新峰里,"3,635.00",1832,1803,20.00,91.6
土城區,埤塘里,"5,526.00",3170,2356,62.00,51.1290322580645
土城區,土城里,"2,184.00",1072,1112,324.00,3.30864197530864
土城區,員林里,"6,109.00",2984,3125,545.00,5.47522935779817
土城區,員仁里,"5,913.00",2918,2995,270.00,10.8074074074074
土城區,長風里,"2,152.00",1049,1103,882.00,1.18934240362812
土城區,日新里,"4,930.00",2455,2475,715.00,3.43356643356643
土城區,日和里,"6,102.00",2996,3106,436.00,6.87155963302752
土城區,貨饒里,"4,246.00",2106,2140,632.00,3.33227848101266
土城區,柑林里,"3,515.00",1712,1803,739.00,2.31664411366712
土城區,埤林里,"8,993.00",4352,4641,593.00,7.3389544688027
土城區,瑞興里,"3,326.00",1630,1696,487.00,3.34702258726899
土城區,清水里,"8,562.00",4180,4382,"1,512.00",2.76455026455026
土城區,清和里,"6,539.00",3327,3212,421.00,7.90261282660333
土城區,永豐里,"4,704.00",2303,2401,"1,126.00",2.04529307282416
土城區,清化里,"1,728.00",913,815,697.00,1.30989956958393
土城區,清溪里,"7,347.00",3635,3712,684.00,5.31432748538012
土城區,峯廷里,"7,893.00",3905,3988,189.00,20.6613756613757
土城區,平和里,"7,387.00",3661,3726,"1,034.00",3.54061895551257
土城區,廷寮里,"5,158.00",2579,2579,921.00,2.80021715526602
土城區,大安里,"5,045.00",2530,2515,958.00,2.64091858037578
土城區,永寧里,"8,764.00",4351,4413,648.00,6.71450617283951
土城區,沛陂里,"4,751.00",2428,2323,652.00,3.7239263803681
土城區,頂埔里,"5,182.00",2568,2614,"1,010.00",2.54257425742574
土城區,頂福里,"5,394.00",2710,2684,580.00,4.67241379310345
土城區,頂新里,"2,991.00",1428,1563,609.00,2.3448275862069
土城區,祖田里,"1,744.00",895,849,542.00,1.65129151291513
土城區,樂利里,"5,472.00",2693,2779,491.00,5.4847250509165
土城區,廣福里,"5,956.00",2938,3018,172.00,17.0813953488372
土城區,學府里,"3,811.00",1834,1977,784.00,2.33928571428571
土城區,延壽里,"4,818.00",2426,2392,"1,029.00",2.35762876579203
土城區,安和里,"5,233.00",2586,2647,547.00,4.72760511882998
土城區,青雲里,"3,203.00",1581,1622,549.00,2.87978142076503
土城區,員福里,"5,800.00",2923,2877,663.00,4.40874811463047
土城區,延吉里,"4,596.00",2318,2278,414.00,5.59903381642512
土城區,復興里,"4,767.00",2350,2417,804.00,2.9228855721393
土城區,裕生里,"5,796.00",2844,2952,486.00,5.85185185185185
土城區,員信里,"4,614.00",2273,2341,675.00,3.36740740740741
土城區,永富里,"5,548.00",2732,2816,769.00,3.55266579973992
土城區,學成里,"3,446.00",1707,1739,646.00,2.64241486068111
土城區,延和里,"6,759.00",3212,3547,651.00,4.93394777265745
土城區,中正里,"3,446.00",1606,1840,515.00,3.11844660194175
土城區,學士里,"5,064.00",2433,2631,866.00,2.8094688221709
土城區,明德里,"6,023.00",2810,3213,462.00,6.08225108225108
土城區,廣興里,"3,680.00",1743,1937,892.00,1.95403587443946
土城區,青山里,"3,222.00",1624,1598,"1,083.00",1.49953831948292
土城區,金城里,"6,438.00",3067,3371,545.00,5.62752293577982
土城區,延祿里,"4,454.00",2242,2212,401.00,5.59102244389027
蘆洲區,正義里,"13,571.00",6503,7068,865.00,7.51791907514451
