statistic_yyymm,site_id,village,people_total,people_total_m,people_total_f
統計年月,區域別,村里,人口數,人口數-男,人口數-女
10509,淡水區,水源里,2372,1283,1089
10509,淡水區,忠寮里,1237,687,550
10509,淡水區,樹興里,1404,733,671
10509,淡水區,坪頂里,1457,715,742
10509,淡水區,福德里,6759,3237,3522
10509,淡水區,竹圍里,6365,2906,3459
10509,淡水區,民生里,7273,3336,3937
10509,淡水區,八勢里,5335,2353,2982
10509,淡水區,竿蓁里,10291,4746,5545
10509,淡水區,鄧公里,6295,2948,3347
10509,淡水區,中興里,4295,2084,2211
10509,淡水區,長庚里,1529,766,763
10509,淡水區,清文里,1248,636,612
10509,淡水區,草東里,826,423,403
10509,淡水區,協元里,1602,804,798
10509,淡水區,永吉里,973,477,496
10509,淡水區,民安里,797,392,405
10509,淡水區,新生里,489,232,257
10509,淡水區,文化里,1929,901,1028
10509,淡水區,油車里,5736,2782,2954
10509,淡水區,沙崙里,4060,2002,2058
10509,淡水區,新義里,4511,2204,2307
10509,淡水區,新春里,8311,3965,4346
10509,淡水區,新民里,4906,2363,2543
10509,淡水區,正德里,4759,2180,2579
10509,淡水區,北新里,2953,1375,1578
10509,淡水區,民權里,4387,2016,2371
10509,淡水區,幸福里,4306,2096,2210
10509,淡水區,學府里,4784,2298,2486
10509,淡水區,大庄里,6425,3029,3396
10509,汐止區,義民里,1453,712,741
10509,汐止區,禮門里,1086,535,551
10509,汐止區,智慧里,4696,2155,2541
10509,汐止區,信望里,345,176,169
10509,汐止區,橋東里,3023,1429,1594
10509,汐止區,秀峰里,5714,3001,2713
10509,汐止區,新昌里,5756,2832,2924
10509,汐止區,復興里,7191,3318,3873
10509,汐止區,茄苳里,4963,2490,2473
10509,汐止區,長安里,1696,871,825
10509,汐止區,保安里,1697,847,850
10509,汐止區,保長里,4465,2237,2228
10509,汐止區,鄉長里,2380,1206,1174
10509,汐止區,江北里,6267,3199,3068
10509,汐止區,拱北里,5194,2645,2549
10509,汐止區,烘內里,1576,809,767
10509,汐止區,八連里,1034,557,477
10509,汐止區,樟樹里,2212,1176,1036
10509,汐止區,北峰里,4494,2286,2208
10509,汐止區,北山里,5412,2561,2851
10509,汐止區,白雲里,4486,2222,2264
10509,汐止區,橫科里,4577,2238,2339
10509,汐止區,東山里,631,329,302
10509,汐止區,福山里,3619,1709,1910
10509,汐止區,宜興里,2956,1390,1566
10509,汐止區,中興里,7393,3622,3771
10509,汐止區,湖光里,5678,2711,2967
10509,汐止區,仁德里,1766,870,896
10509,汐止區,厚德里,7599,3756,3843
10509,汐止區,忠孝里,7769,3759,4010
10509,汐止區,自強里,5251,2550,2701
10509,汐止區,文化里,4447,2178,2269
10509,汐止區,金龍里,5044,2478,2566
10509,汐止區,福德里,3272,1569,1703
10509,汐止區,興福里,3058,1493,1565
10509,汐止區,康福里,5170,2421,2749
10509,汐止區,忠山里,3423,1645,1778
10509,汐止區,環河里,1222,666,556
10509,汐止區,東勢里,4100,2003,2097
10509,汐止區,山光里,2841,1391,1450
10509,汐止區,大同里,2921,1386,1535
10509,汐止區,崇德里,5314,2607,2707
10509,汐止區,湖興里,6341,3132,3209
10509,汐止區,長青里,980,461,519
10509,汐止區,福安里,6397,3074,3323
10509,汐止區,秀山里,4627,2279,2348
10509,汐止區,建成里,5281,2472,2809
10509,汐止區,城中里,4710,2196,2514
10509,汐止區,湖蓮里,2671,1250,1421
10509,汐止區,保新里,2912,1411,1501
10509,瑞芳區,龍潭里,802,398,404
10509,瑞芳區,龍興里,2309,1140,1169
10509,瑞芳區,龍鎮里,1446,720,726
10509,瑞芳區,龍川里,1915,923,992
10509,瑞芳區,龍山里,1534,821,713
10509,瑞芳區,龍安里,714,360,354
10509,瑞芳區,爪峯里,4287,2116,2171
10509,瑞芳區,柑坪里,1283,678,605
10509,瑞芳區,東和里,2024,1006,1018
10509,瑞芳區,上天里,1481,796,685
10509,瑞芳區,吉慶里,1908,1007,901
10509,瑞芳區,吉安里,3488,1763,1725
10509,瑞芳區,傑魚里,2281,1174,1107
10509,瑞芳區,猴硐里,528,299,229
10509,瑞芳區,光復里,319,170,149
10509,瑞芳區,弓橋里,325,191,134
10509,瑞芳區,碩仁里,178,98,80
10509,瑞芳區,基山里,507,260,247
10509,瑞芳區,永慶里,487,254,233
10509,瑞芳區,崇文里,359,188,171
10509,瑞芳區,福住里,188,104,84
10509,瑞芳區,頌德里,385,195,190
10509,瑞芳區,新山里,396,219,177
10509,瑞芳區,瓜山里,197,104,93
10509,瑞芳區,銅山里,222,124,98
10509,瑞芳區,石山里,360,193,167
10509,瑞芳區,濓新里,316,154,162
10509,瑞芳區,濓洞里,526,245,281
10509,瑞芳區,海濱里,1353,624,729
10509,瑞芳區,瑞濱里,2259,1107,1152
10509,瑞芳區,深澳里,1408,674,734
10509,瑞芳區,南雅里,286,149,137
10509,瑞芳區,鼻頭里,971,483,488
10509,瑞芳區,新峰里,3635,1832,1803
10509,土城區,埤塘里,5526,3170,2356
10509,土城區,土城里,2184,1072,1112
10509,土城區,員林里,6109,2984,3125
10509,土城區,員仁里,5913,2918,2995
10509,土城區,長風里,2152,1049,1103
10509,土城區,日新里,4930,2455,2475
10509,土城區,日和里,6102,2996,3106
10509,土城區,貨饒里,4246,2106,2140
10509,土城區,柑林里,3515,1712,1803
10509,土城區,埤林里,8993,4352,4641
10509,土城區,瑞興里,3326,1630,1696
10509,土城區,清水里,8562,4180,4382
10509,土城區,清和里,6539,3327,3212
10509,土城區,永豐里,4704,2303,2401
10509,土城區,清化里,1728,913,815
10509,土城區,清溪里,7347,3635,3712
10509,土城區,峯廷里,7893,3905,3988
10509,土城區,平和里,7387,3661,3726
10509,土城區,廷寮里,5158,2579,2579
10509,土城區,大安里,5045,2530,2515
10509,土城區,永寧里,8764,4351,4413
10509,土城區,沛陂里,4751,2428,2323
10509,土城區,頂埔里,5182,2568,2614
10509,土城區,頂福里,5394,2710,2684
10509,土城區,頂新里,2991,1428,1563
10509,土城區,祖田里,1744,895,849
10509,土城區,樂利里,5472,2693,2779
10509,土城區,廣福里,5956,2938,3018
10509,土城區,學府里,3811,1834,1977
10509,土城區,延壽里,4818,2426,2392
10509,土城區,安和里,5233,2586,2647
10509,土城區,青雲里,3203,1581,1622
10509,土城區,員福里,5800,2923,2877
10509,土城區,延吉里,4596,2318,2278
10509,土城區,復興里,4767,2350,2417
10509,土城區,裕生里,5796,2844,2952
10509,土城區,員信里,4614,2273,2341
10509,土城區,永富里,5548,2732,2816
10509,土城區,學成里,3446,1707,1739
10509,土城區,延和里,6759,3212,3547
10509,土城區,中正里,3446,1606,1840
10509,土城區,學士里,5064,2433,2631
10509,土城區,明德里,6023,2810,3213
10509,土城區,廣興里,3680,1743,1937
10509,土城區,青山里,3222,1624,1598
10509,土城區,金城里,6438,3067,3371
10509,土城區,延祿里,4454,2242,2212
10509,蘆洲區,正義里,13571,6503,7068
10509,蘆洲區,中原里,5827,2855,2972
10509,蘆洲區,中路里,4225,2125,2100
10509,蘆洲區,光華里,5385,2568,2817
10509,蘆洲區,保佑里,4036,2007,2029
10509,蘆洲區,水湳里,11027,5411,5616
10509,蘆洲區,樓厝里,6653,3240,3413
10509,蘆洲區,鷺江里,5837,2849,2988
10509,蘆洲區,恆德里,6436,3135,3301
10509,蘆洲區,溪墘里,3393,1654,1739
10509,蘆洲區,樹德里,3561,1786,1775
10509,蘆洲區,保和里,2783,1371,1412
10509,蘆洲區,仁復里,2292,1122,1170
10509,蘆洲區,得勝里,3554,1711,1843
10509,蘆洲區,南港里,6285,3079,3206
10509,蘆洲區,永樂里,6734,3381,3353
10509,蘆洲區,永康里,7287,3502,3785
10509,蘆洲區,信義里,4273,2133,2140
10509,蘆洲區,玉清里,6024,2928,3096
10509,蘆洲區,復興里,3754,1882,1872
10509,蘆洲區,水河里,9770,4814,4956
10509,蘆洲區,仁愛里,5561,2760,2801
10509,蘆洲區,忠義里,3372,1640,1732
10509,蘆洲區,九芎里,5683,2803,2880
10509,蘆洲區,中華里,3496,1719,1777
10509,蘆洲區,得仁里,3248,1596,1652
10509,蘆洲區,仁德里,5780,2876,2904
10509,蘆洲區,仁義里,5492,2957,2535
10509,蘆洲區,光明里,5228,2587,2641
10509,蘆洲區,保新里,2862,1440,1422
10509,蘆洲區,長安里,5463,2730,2733
10509,蘆洲區,民和里,2893,1442,1451
10509,蘆洲區,忠孝里,2602,1291,1311
10509,蘆洲區,福安里,3395,1643,1752
10509,蘆洲區,永安里,5418,2631,2787
10509,蘆洲區,延平里,4440,2211,2229
10509,蘆洲區,成功里,8029,3884,4145
10509,蘆洲區,永德里,4724,2342,2382
10509,五股區,興珍里,5056,2625,2431
10509,五股區,更寮里,1282,672,610
10509,五股區,集福里,4019,2028,1991
10509,五股區,觀音里,1535,843,692
10509,五股區,成州里,6247,3197,3050
10509,五股區,成功里,6210,3164,3046
10509,五股區,五龍里,1575,876,699
10509,五股區,五股里,4641,2404,2237
10509,五股區,五福里,3836,1940,1896
10509,五股區,德音里,5572,2761,2811
10509,五股區,陸一里,2502,1224,1278
10509,五股區,貿商里,3179,1541,1638
10509,五股區,德泰里,4618,2236,2382
10509,五股區,成德里,3175,1606,1569
10509,五股區,六福里,3958,1948,2010
10509,五股區,集賢里,4080,2032,2048
10509,五股區,民義里,3560,1776,1784
10509,五股區,成泰里,7210,3669,3541
10509,五股區,水碓里,8219,4099,4120
10509,五股區,福德里,3365,1679,1686
10509,泰山區,大科里,1062,574,488
10509,泰山區,黎明里,3792,1879,1913
10509,泰山區,山腳里,7120,3565,3555
10509,泰山區,福泰里,3037,1536,1501
10509,泰山區,楓樹里,4725,2378,2347
10509,泰山區,同榮里,4387,2158,2229
10509,泰山區,義學里,4955,2478,2477
10509,泰山區,明志里,3848,1912,1936
10509,泰山區,貴子里,4017,1985,2032
10509,泰山區,貴和里,5231,2616,2615
10509,泰山區,同興里,4240,2069,2171
10509,泰山區,義仁里,8808,4411,4397
10509,泰山區,泰友里,2322,1147,1175
10509,泰山區,新明里,3616,1812,1804
10509,泰山區,貴賢里,3934,1936,1998
10509,泰山區,福興里,3916,1914,2002
10509,泰山區,全興里,9753,4751,5002
10509,林口區,東林里,4519,2271,2248
10509,林口區,林口里,5900,2897,3003
10509,林口區,西林里,9832,4898,4934
10509,林口區,菁湖里,4660,2326,2334
10509,林口區,中湖里,4244,2133,2111
10509,林口區,湖北里,1689,893,796
10509,林口區,湖南里,20112,9658,10454
10509,林口區,南勢里,17048,8128,8920
10509,林口區,東勢里,6599,3238,3361
10509,林口區,頂福里,1231,678,553
10509,林口區,下福里,1514,783,731
10509,林口區,嘉寶里,1098,580,518
10509,林口區,瑞平里,1024,546,478
10509,林口區,太平里,1695,847,848
10509,林口區,仁愛里,7263,3425,3838
10509,林口區,麗林里,9682,4589,5093
10509,林口區,麗園里,4435,2171,2264
10509,深坑區,深坑里,3562,1759,1803
10509,深坑區,萬順里,2573,1276,1297
10509,深坑區,土庫里,3197,1584,1613
10509,深坑區,昇高里,2217,1167,1050
10509,深坑區,阿柔里,643,364,279
10509,深坑區,埔新里,6414,3108,3306
10509,深坑區,萬福里,2753,1391,1362
10509,深坑區,賴仲里,2285,1157,1128
10509,石碇區,石碇里,456,255,201
10509,石碇區,潭邊里,887,482,405
10509,石碇區,隆盛里,793,449,344
10509,石碇區,烏塗里,752,427,325
10509,石碇區,彭山里,357,188,169
10509,石碇區,豐田里,435,253,182
10509,石碇區,永定里,692,373,319
10509,石碇區,中民里,851,494,357
10509,石碇區,光明里,276,165,111
10509,石碇區,豐林里,309,165,144
10509,石碇區,永安里,887,452,435
10509,石碇區,格頭里,1066,568,498
10509,坪林區,粗窟里,938,536,402
10509,坪林區,坪林里,1398,757,641
10509,坪林區,大林里,1259,721,538
10509,坪林區,石𥕢里,463,248,215
10509,坪林區,上德里,873,497,376
10509,坪林區,水德里,699,374,325
10509,坪林區,漁光里,881,482,399
10509,三芝區,八賢里,362,195,167
10509,三芝區,埔頭里,5597,2713,2884
10509,三芝區,古庄里,1144,599,545
10509,三芝區,新庄里,976,521,455
10509,三芝區,埔坪里,7415,3721,3694
10509,三芝區,茂長里,707,377,330
10509,三芝區,橫山里,550,322,228
10509,三芝區,錫板里,797,468,329
10509,三芝區,後厝里,2261,1153,1108
10509,三芝區,福德里,897,455,442
10509,三芝區,圓山里,625,359,266
10509,三芝區,店子里,686,389,297
10509,三芝區,興華里,1339,738,601
10509,石門區,德茂里,1351,721,630
10509,石門區,富基里,1666,829,837
10509,石門區,老梅里,2572,1302,1270
10509,石門區,山溪里,1010,558,452
10509,石門區,石門里,1847,948,899
10509,石門區,尖鹿里,1810,932,878
10509,石門區,乾華里,371,212,159
10509,石門區,茂林里,751,399,352
10509,石門區,草里里,1113,572,541
10509,八里區,龍源里,7323,3535,3788
10509,八里區,米倉里,3607,1845,1762
10509,八里區,大崁里,3145,1605,1540
10509,八里區,埤頭里,4065,2030,2035
10509,八里區,頂罟里,2117,1039,1078
10509,八里區,舊城里,7502,3665,3837
10509,八里區,訊塘里,4808,2410,2398
10509,八里區,荖阡里,1979,1014,965
10509,八里區,長坑里,1717,914,803
10509,八里區,下罟里,1745,888,857
10509,平溪區,薯榔里,438,247,191
10509,平溪區,菁桐里,284,154,130
10509,平溪區,白石里,274,152,122
10509,平溪區,石底里,498,265,233
10509,平溪區,平溪里,271,141,130
10509,平溪區,嶺腳里,716,390,326
10509,平溪區,東勢里,452,260,192
10509,平溪區,望古里,158,90,68
10509,平溪區,南山里,390,230,160
10509,平溪區,平湖里,185,101,84
10509,平溪區,十分里,958,520,438
10509,平溪區,新寮里,167,98,69
10509,雙溪區,雙溪里,533,267,266
10509,雙溪區,共和里,457,248,209
10509,雙溪區,新基里,905,498,407
10509,雙溪區,魚行里,800,451,349
10509,雙溪區,三港里,451,259,192
10509,雙溪區,牡丹里,1863,969,894
10509,雙溪區,三貂里,358,193,165
10509,雙溪區,平林里,1075,575,500
10509,雙溪區,上林里,711,399,312
10509,雙溪區,外柑里,464,272,192
10509,雙溪區,長源里,391,219,172
10509,雙溪區,泰平里,1103,566,537
10509,貢寮區,貢寮里,1002,503,499
10509,貢寮區,吉林里,508,317,191
10509,貢寮區,雙玉里,804,444,360
10509,貢寮區,龍崗里,465,266,199
10509,貢寮區,龍門里,763,388,375
10509,貢寮區,福隆里,1924,937,987
10509,貢寮區,仁里里,1965,994,971
10509,貢寮區,真理里,2363,1150,1213
10509,貢寮區,福連里,985,447,538
10509,貢寮區,美豐里,847,488,359
10509,貢寮區,和美里,1134,584,550
10509,金山區,和平里,573,270,303
10509,金山區,大同里,830,401,429
10509,金山區,豐漁里,596,303,293
10509,金山區,磺港里,2089,1042,1047
10509,金山區,美田里,4626,2198,2428
10509,金山區,五湖里,1991,1016,975
10509,金山區,重和里,1404,719,685
10509,金山區,兩湖里,453,232,221
10509,金山區,六股里,742,413,329
10509,金山區,三界里,737,341,396
10509,金山區,清泉里,947,501,446
10509,金山區,萬壽里,530,255,275
10509,金山區,西湖里,211,120,91
10509,金山區,永興里,659,357,302
10509,金山區,金美里,5828,2800,3028
10509,萬里區,萬里里,5162,2538,2624
10509,萬里區,龜吼里,2883,1462,1421
10509,萬里區,野柳里,3715,1800,1915
10509,萬里區,大鵬里,3215,1635,1580
10509,萬里區,磺潭里,652,352,300
10509,萬里區,雙興里,1098,608,490
10509,萬里區,溪底里,735,405,330
10509,萬里區,崁脚里,474,247,227
10509,萬里區,中幅里,1310,649,661
10509,萬里區,北基里,3291,1648,1643
10509,烏來區,烏來里,2722,1329,1393
10509,烏來區,忠治里,1834,919,915
10509,烏來區,福山里,759,391,368
10509,烏來區,信賢里,605,294,311
10509,烏來區,孝義里,250,139,111
