site_id,village,people_total,people_total_m,people_total_f,,ratio
區域別,村里,人口數,人口數-男,人口數-女,,ratio
新莊區,忠孝里,"5,094.00",2498,2596,641.00,0.256605284227382
新莊區,恆安里,"4,857.00",2360,2497,772.00,0.327118644067797
新莊區,後港里,"7,432.00",3612,3820,472.00,0.130675526024363
新莊區,文衡里,"2,259.00",1110,1149,751.00,0.676576576576577
新莊區,中美里,"6,341.00",3077,3264,777.00,0.252518687032824
新莊區,八德里,"3,282.00",1598,1684,"1,122.00",0.702127659574468
新莊區,興漢里,"3,728.00",1853,1875,352.00,0.189962223421479
新莊區,中和里,"4,911.00",2410,2501,843.00,0.349792531120332
新莊區,西盛里,"11,267.00",5597,5670,358.00,0.0639628372342326
新莊區,榮和里,"4,872.00",2865,2007,576.00,0.201047120418848
新莊區,中泰里,"4,740.00",2349,2391,674.00,0.286930608769689
新莊區,瓊林里,"6,329.00",3210,3119,"1,452.00",0.452336448598131
新莊區,文德里,"1,913.00",945,968,571.00,0.604232804232804
新莊區,中誠里,"2,339.00",1160,1179,547.00,0.471551724137931
新莊區,裕民里,"7,581.00",3773,3808,688.00,0.182348263980917
新莊區,文明里,"1,958.00",933,1025,273.00,0.292604501607717
新莊區,中港里,"6,817.00",3320,3497,285.00,0.0858433734939759
新莊區,富國里,"2,530.00",1271,1259,901.00,0.70889063729347
新莊區,思源里,"5,774.00",2792,2982,279.00,0.0999283667621777
新莊區,立人里,"2,473.00",1214,1259,"1,008.00",0.830313014827018
新莊區,南港里,"5,545.00",2724,2821,309.00,0.113436123348018
新莊區,仁愛里,"2,853.00",1390,1463,713.00,0.51294964028777
新莊區,立德里,"2,704.00",1304,1400,455.00,0.348926380368098
新莊區,信義里,"5,851.00",2814,3037,766.00,0.272210376687989
新莊區,立言里,"5,458.00",2611,2847,290.00,0.111068556108771
新莊區,民安里,"6,345.00",3067,3278,461.00,0.150309748940333
新莊區,和平里,"5,045.00",2467,2578,701.00,0.284150790433725
新莊區,立功里,"3,907.00",1897,2010,865.00,0.455983131259884
新莊區,民本里,"3,195.00",1619,1576,821.00,0.50710315009265
新莊區,化成里,"3,663.00",1844,1819,734.00,0.398047722342733
新莊區,立志里,"4,206.00",2050,2156,464.00,0.226341463414634
新莊區,光華里,"7,935.00",3880,4055,381.00,0.0981958762886598
新莊區,思賢里,"4,468.00",2209,2259,535.00,0.242191036668176
新莊區,營盤里,"2,360.00",1201,1159,537.00,0.447127393838468
新莊區,光榮里,"4,894.00",2382,2512,856.00,0.35936188077246
新莊區,自強里,"2,847.00",1470,1377,656.00,0.446258503401361
新莊區,丹鳳里,"8,523.00",4198,4325,373.00,0.0888518342067651
新莊區,光明里,"4,925.00",2388,2537,550.00,0.230318257956449
新莊區,自立里,"5,767.00",2737,3030,285.00,0.104128607964925
新莊區,合鳳里,"4,839.00",2430,2409,970.00,0.39917695473251
新莊區,幸福里,"4,647.00",2260,2387,495.00,0.219026548672566
新莊區,雙鳳里,"11,367.00",5627,5740,674.00,0.119779633907944
新莊區,自信里,"2,675.00",1298,1377,560.00,0.431432973805855
新莊區,龍鳳里,"9,413.00",4469,4944,519.00,0.116133363168494
新莊區,中華里,"2,979.00",1465,1514,"1,584.00",1.08122866894198
新莊區,中隆里,"4,890.00",2376,2514,329.00,0.138468013468013
新莊區,中原里,"10,604.00",5137,5467,"1,391.00",0.270780611251703
新莊區,中信里,"9,257.00",4495,4762,455.00,0.101223581757508
新莊區,四維里,"4,922.00",2383,2539,674.00,0.282836760386068
新莊區,建福里,"2,637.00",1321,1316,"1,564.00",1.18395155185466
新莊區,中宏里,"3,935.00",1945,1990,19.00,0.00976863753213368
新莊區,中全里,"3,809.00",1906,1903,"1,262.00",0.66211962224554
新莊區,立泰里,"5,169.00",2493,2676,562.00,0.225431207380666
新莊區,全泰里,"5,364.00",2652,2712,364.00,0.137254901960784
新莊區,仁義里,"3,970.00",1990,1980,592.00,0.29748743718593
新莊區,立基里,"6,590.00",3205,3385,453.00,0.141341653666147
新莊區,昌明里,"3,794.00",1824,1970,711.00,0.389802631578947
新莊區,昌平里,"6,036.00",2831,3205,930.00,0.328505828329212
新莊區,文聖里,"3,727.00",1745,1982,440.00,0.252148997134671
新莊區,萬安里,"3,936.00",1879,2057,"1,104.00",0.587546567323044
新莊區,龍安里,"2,503.00",1253,1250,564.00,0.450119712689545
新莊區,福營里,"2,630.00",1338,1292,"1,082.00",0.808669656203289
新莊區,後德里,"3,145.00",1573,1572,621.00,0.394787031150668
新莊區,建安里,"6,889.00",3346,3543,493.00,0.147340107591154
新莊區,成德里,"5,341.00",2564,2777,332.00,0.129485179407176
新莊區,福興里,"6,102.00",3089,3013,408.00,0.132081579799288
新莊區,昌信里,"3,927.00",1851,2076,527.00,0.284710967044841
新莊區,昌隆里,"4,657.00",2176,2481,"1,021.00",0.469209558823529
新莊區,中平里,"9,483.00",4396,5087,630.00,0.143312101910828
新莊區,立廷里,"11,764.00",5579,6185,877.00,0.15719663022047
新莊區,泰豐里,"2,610.00",1282,1328,609.00,0.475039001560062
新莊區,富民里,"3,994.00",1965,2029,705.00,0.358778625954198
新莊區,龍福里,"2,384.00",1126,1258,"1,327.00",1.1785079928952
新莊區,祥鳳里,"2,574.00",1278,1296,"2,023.00",1.5829420970266
新莊區,民全里,"3,953.00",1972,1981,318.00,0.161257606490872
新莊區,民有里,"4,270.00",2047,2223,533.00,0.26038104543234
新莊區,光正里,"4,923.00",2430,2493,332.00,0.136625514403292
新莊區,光和里,"2,974.00",1439,1535,301.00,0.209173036831133
新店區,國豐里,"3,491.00",1607,1884,548.00,0.341008089607965
新店區,明德里,"4,172.00",1935,2237,516.00,0.266666666666667
新店區,大豐里,"3,885.00",1835,2050,576.00,0.313896457765668
新店區,大同里,"4,122.00",1980,2142,338.00,0.170707070707071
新店區,江陵里,"5,622.00",2660,2962,705.00,0.265037593984962
新店區,寶興里,"5,400.00",2574,2826,877.00,0.340714840714841
新店區,寶安里,"5,619.00",2633,2986,763.00,0.289783516900874
新店區,信義里,"6,351.00",3042,3309,864.00,0.284023668639053
新店區,忠孝里,"2,876.00",1381,1495,"1,345.00",0.973931933381608
新店區,大鵬里,"2,733.00",1339,1394,"1,161.00",0.86706497386109
新店區,太平里,"3,276.00",1575,1701,"1,237.00",0.785396825396825
新店區,頂城里,"1,745.00",924,821,"1,316.00",1.42424242424242
新店區,下城里,"3,436.00",1762,1674,478.00,0.271282633371169
新店區,柴埕里,"9,336.00",4524,4812,687.00,0.151856763925729
新店區,永安里,"5,419.00",2639,2780,570.00,0.215990905646078
新店區,公崙里,"11,607.00",5632,5975,188.00,0.0333806818181818
新店區,德安里,"6,554.00",3310,3244,617.00,0.186404833836858
新店區,雙城里,"6,064.00",3068,2996,"1,488.00",0.485006518904824
新店區,日興里,"6,089.00",3064,3025,700.00,0.22845953002611
新店區,玫瑰里,"6,242.00",2995,3247,"1,913.00",0.63873121869783
新店區,塗潭里,"1,051.00",556,495,827.00,1.48741007194245
新店區,美潭里,"5,429.00",2652,2777,736.00,0.277526395173454
新店區,員潭里,"5,033.00",2525,2508,644.00,0.255049504950495
新店區,雙坑里,874.00,496,378,69.00,0.139112903225806
新店區,粗坑里,"3,286.00",1568,1718,955.00,0.60905612244898
新店區,屈尺里,"2,614.00",1369,1245,79.00,0.0577063550036523
新店區,龜山里,"1,800.00",919,881,926.00,1.0076169749728
新店區,廣興里,"1,383.00",763,620,699.00,0.916120576671035
新店區,直潭里,"1,305.00",691,614,633.00,0.916063675832127
新店區,青潭里,"5,643.00",2740,2903,299.00,0.109124087591241
新店區,新店里,"1,873.00",939,934,212.00,0.225772097976571
新店區,張南里,"2,136.00",963,1173,107.00,0.111111111111111
新店區,國校里,"2,672.00",1320,1352,196.00,0.148484848484849
新店區,文中里,"1,813.00",870,943,878.00,1.00919540229885
新店區,廣明里,878.00,440,438,282.00,0.640909090909091
新店區,文明里,"2,386.00",1169,1217,408.00,0.34901625320787
新店區,中興里,"5,450.00",2591,2859,467.00,0.180239289849479
新店區,新生里,"6,111.00",2843,3268,394.00,0.138586000703482
新店區,新德里,"2,828.00",1310,1518,140.00,0.106870229007634
新店區,張北里,"8,493.00",4066,4427,400.00,0.0983767830791933
新店區,五峯里,"7,417.00",3476,3941,"1,188.00",0.341772151898734
新店區,新安里,"6,556.00",3424,3132,"1,284.00",0.375
新店區,忠誠里,"2,546.00",1210,1336,489.00,0.404132231404959
新店區,中正里,"6,670.00",3099,3571,"1,797.00",0.579864472410455
新店區,中華里,"4,504.00",2136,2368,"1,623.00",0.759831460674157
新店區,仁愛里,"2,162.00",1010,1152,"1,083.00",1.07227722772277
新店區,百忍里,"4,112.00",1921,2191,548.00,0.2852680895367
新店區,百和里,"3,441.00",1668,1773,"1,297.00",0.77757793764988
新店區,福德里,"4,155.00",1957,2198,930.00,0.475217169136433
新店區,百福里,"3,619.00",1679,1940,455.00,0.270994639666468
新店區,福民里,"4,276.00",1993,2283,757.00,0.379829402910186
新店區,中山里,"4,835.00",2221,2614,640.00,0.288158487167942
新店區,和平里,945.00,476,469,705.00,1.48109243697479
新店區,中央里,"5,894.00",2742,3152,809.00,0.295040116703136
新店區,明城里,"3,633.00",1769,1864,"1,010.00",0.570944036178632
新店區,安和里,"7,544.00",3670,3874,"1,245.00",0.339237057220708
新店區,吉祥里,"4,944.00",2373,2571,86.00,0.0362410450906026
新店區,寶福里,"7,432.00",3604,3828,"1,516.00",0.420643729189789
新店區,小城里,"3,945.00",1937,2008,799.00,0.412493546721735
新店區,香坡里,"10,546.00",5100,5446,"1,224.00",0.24
新店區,建國里,"3,191.00",1462,1729,975.00,0.666894664842681
新店區,復興里,"3,476.00",1672,1804,"1,416.00",0.84688995215311
新店區,美城里,"2,838.00",1375,1463,896.00,0.651636363636364
新店區,安昌里,"5,478.00",2566,2912,"1,915.00",0.746297739672642
新店區,長春里,"2,625.00",1228,1397,638.00,0.519543973941368
新店區,新和里,"4,345.00",2080,2265,556.00,0.267307692307692
新店區,永平里,"5,999.00",2890,3109,467.00,0.16159169550173
新店區,達觀里,"3,827.00",1795,2032,963.00,0.536490250696379
新店區,華城里,"2,679.00",1246,1433,705.00,0.565810593900482
樹林區,三多里,"4,387.00",2213,2174,712.00,0.321735201084501
樹林區,三福里,"4,398.00",2171,2227,966.00,0.444956241363427
樹林區,三興里,"5,196.00",2654,2542,801.00,0.30180859080633
樹林區,圳安里,"3,804.00",1920,1884,742.00,0.386458333333333
樹林區,保安里,"6,816.00",3408,3408,521.00,0.15287558685446
樹林區,潭底里,"5,172.00",2825,2347,463.00,0.163893805309735
樹林區,󿾵寮里,"5,379.00",2673,2706,528.00,0.197530864197531
樹林區,樹德里,"3,885.00",1917,1968,425.00,0.22170057381325
樹林區,樹西里,"5,523.00",2722,2801,964.00,0.354151359294636
樹林區,樹南里,"4,447.00",2193,2254,554.00,0.252621979024168
樹林區,樹人里,"3,650.00",1786,1864,541.00,0.302911534154535
樹林區,坡內里,"1,824.00",918,906,551.00,0.600217864923747
樹林區,樹東里,"1,221.00",609,612,905.00,1.48604269293924
樹林區,大同里,"3,732.00",1794,1938,682.00,0.38015607580825
樹林區,和平里,"4,140.00",2074,2066,456.00,0.219864995178399
樹林區,彭厝里,"5,378.00",2659,2719,191.00,0.0718315156073712
樹林區,彭福里,"5,476.00",2720,2756,183.00,0.0672794117647059
樹林區,東山里,"3,467.00",1767,1700,526.00,0.297679683078664
樹林區,東陽里,"6,379.00",3246,3133,502.00,0.154651879235983
樹林區,東昇里,"5,144.00",2540,2604,621.00,0.244488188976378
樹林區,樂山里,"1,863.00",974,889,640.00,0.657084188911704
樹林區,東園里,"1,922.00",1043,879,354.00,0.339405560882071
樹林區,西園里,"1,945.00",1048,897,725.00,0.691793893129771
樹林區,南園里,"14,950.00",7164,7786,680.00,0.0949190396426577
樹林區,北園里,"2,365.00",1235,1130,165.00,0.133603238866397
樹林區,柑園里,"9,521.00",4604,4917,169.00,0.0367072111207646
樹林區,樹北里,963.00,475,488,206.00,0.433684210526316
樹林區,圳福里,"4,656.00",2330,2326,"2,634.00",1.13047210300429
樹林區,樹興里,"3,989.00",1970,2019,232.00,0.117766497461929
樹林區,樹福里,"3,801.00",1812,1989,"1,877.00",1.03587196467991
樹林區,光興里,"4,222.00",2120,2102,128.00,0.060377358490566
樹林區,金寮里,"4,602.00",2318,2284,542.00,0.233822260569456
樹林區,彭興里,"6,276.00",3127,3149,518.00,0.165653981451871
樹林區,文林里,"5,511.00",2711,2800,649.00,0.239395057174474
樹林區,山佳里,"6,122.00",3119,3003,466.00,0.149406861173453
樹林區,中山里,"5,528.00",2804,2724,482.00,0.171897289586305
樹林區,育英里,"3,258.00",1585,1673,674.00,0.425236593059937
樹林區,中華里,"3,544.00",1705,1839,682.00,0.4
樹林區,太順里,"2,948.00",1509,1439,716.00,0.474486414844268
樹林區,圳民里,"2,923.00",1510,1413,620.00,0.410596026490066
樹林區,圳生里,"1,733.00",906,827,479.00,0.528697571743929
樹林區,三龍里,"2,183.00",1125,1058,454.00,0.403555555555556
鶯歌區,東鶯里,"1,132.00",573,559,309.00,0.539267015706806
鶯歌區,西鶯里,"2,468.00",1227,1241,362.00,0.295028524857376
鶯歌區,南鶯里,"6,190.00",3047,3143,232.00,0.0761404660321628
鶯歌區,北鶯里,"4,521.00",2273,2248,282.00,0.124065112186538
鶯歌區,中鶯里,"1,134.00",552,582,148.00,0.268115942028986
鶯歌區,建德里,605.00,336,269,296.00,0.880952380952381
鶯歌區,同慶里,"1,962.00",943,1019,811.00,0.860021208907741
鶯歌區,永昌里,"9,413.00",4676,4737,626.00,0.133875106928999
鶯歌區,南靖里,"3,864.00",1968,1896,154.00,0.0782520325203252
鶯歌區,尖山里,"7,578.00",3809,3769,54.00,0.0141769493305329
鶯歌區,二橋里,"8,457.00",4321,4136,231.00,0.0534598472575793
鶯歌區,二甲里,"1,063.00",559,504,"1,084.00",1.9391771019678
鶯歌區,東湖里,288.00,158,130,457.00,2.89240506329114
鶯歌區,大湖里,"5,517.00",2782,2735,904.00,0.324946081955428
鶯歌區,鳳鳴里,"5,004.00",2521,2483,863.00,0.342324474414915
鶯歌區,鳳福里,"4,209.00",2070,2139,86.00,0.0415458937198068
鶯歌區,永吉里,"5,318.00",2657,2661,24.00,0.00903274369589763
鶯歌區,中湖里,"6,341.00",3264,3077,728.00,0.223039215686275
鶯歌區,鳳祥里,"4,966.00",2478,2488,545.00,0.219935431799839
鶯歌區,建國里,"7,332.00",3571,3761,496.00,0.138896667600112
三峽區,三峽里,316.00,176,140,592.00,3.36363636363636
三峽區,秀川里,701.00,341,360,606.00,1.77712609970674
三峽區,八張里,"4,260.00",2140,2120,552.00,0.257943925233645
三峽區,中埔里,"3,128.00",1550,1578,891.00,0.574838709677419
三峽區,弘道里,"1,264.00",702,562,40.00,0.056980056980057
三峽區,永舘里,"8,035.00",3846,4189,77.00,0.0200208008320333
三峽區,礁溪里,"6,067.00",2992,3075,457.00,0.15274064171123
三峽區,鳶山里,"10,606.00",5276,5330,346.00,0.0655799848369977
三峽區,龍埔里,"9,872.00",4901,4971,105.00,0.021424199143032
三峽區,大埔里,"4,389.00",2312,2077,"1,047.00",0.452854671280277
三峽區,嘉添里,"2,620.00",1529,1091,668.00,0.436886854153041
三峽區,添福里,"1,247.00",674,573,"1,290.00",1.91394658753709
三峽區,金圳里,566.00,332,234,"1,203.00",3.62349397590361
三峽區,五寮里,986.00,531,455,452.00,0.851224105461394
三峽區,插角里,783.00,454,329,3.00,0.0066079295154185
三峽區,有木里,827.00,487,340,263.00,0.540041067761807
三峽區,溪北里,"2,551.00",1352,1199,94.00,0.0695266272189349
三峽區,溪南里,"1,689.00",919,770,33.00,0.0359085963003264
三峽區,溪東里,"3,259.00",1693,1566,61.00,0.0360307147076196
三峽區,成福里,"1,022.00",552,470,44.00,0.0797101449275362
三峽區,安坑里,"1,567.00",875,692,39.00,0.0445714285714286
三峽區,竹崙里,"2,181.00",1229,952,214.00,0.174125305126119
三峽區,介壽里,"7,032.00",3556,3476,153.00,0.0430258717660293
三峽區,安溪里,"8,132.00",4042,4090,295.00,0.0729836714497773
三峽區,中正里,"5,559.00",2782,2777,109.00,0.0391804457225018
三峽區,二鬮里,"3,736.00",1892,1844,109.00,0.0576109936575053
三峽區,龍學里,"15,308.00",7085,8223,173.00,0.0244177840508116
三峽區,龍恩里,"6,238.00",3005,3233,749.00,0.249251247920133
淡水區,中和里,660.00,376,284,"1,006.00",2.67553191489362
淡水區,屯山里,"1,203.00",652,551,568.00,0.871165644171779
淡水區,賢孝里,"1,695.00",906,789,432.00,0.47682119205298
淡水區,興仁里,"1,742.00",926,816,"2,876.00",3.10583153347732
淡水區,蕃薯里,"1,104.00",614,490,"1,073.00",1.74755700325733
淡水區,義山里,"2,919.00",1527,1392,117.00,0.0766208251473477
淡水區,忠山里,948.00,514,434,171.00,0.332684824902724
淡水區,崁頂里,"11,168.00",5416,5752,209.00,0.038589364844904
淡水區,埤島里,"1,621.00",867,754,127.00,0.146482122260669
淡水區,新興里,"7,513.00",3524,3989,269.00,0.0763337116912599
淡水區,水碓里,"6,256.00",3033,3223,96.00,0.0316518298714144
淡水區,北投里,"10,395.00",4949,5446,"2,124.00",0.429177611638715
淡水區,水源里,"2,372.00",1283,1089,202.00,0.157443491816056
淡水區,忠寮里,"1,237.00",687,550,"1,148.00",1.67103347889374
淡水區,樹興里,"1,404.00",733,671,863.00,1.17735334242838
淡水區,坪頂里,"1,457.00",715,742,"1,815.00",2.53846153846154
淡水區,福德里,"6,759.00",3237,3522,272.00,0.084028421377819
淡水區,竹圍里,"6,365.00",2906,3459,121.00,0.0416379903647626
淡水區,民生里,"7,273.00",3336,3937,213.00,0.0638489208633094
淡水區,八勢里,"5,335.00",2353,2982,230.00,0.0977475563110922
淡水區,竿蓁里,"10,291.00",4746,5545,"1,420.00",0.299199325747998
淡水區,鄧公里,"6,295.00",2948,3347,"1,155.00",0.391791044776119
淡水區,中興里,"4,295.00",2084,2211,"1,206.00",0.578694817658349
淡水區,長庚里,"1,529.00",766,763,"1,194.00",1.55874673629243
淡水區,清文里,"1,248.00",636,612,"2,228.00",3.50314465408805
淡水區,草東里,826.00,423,403,"1,249.00",2.95271867612293
淡水區,協元里,"1,602.00",804,798,522.00,0.649253731343284
淡水區,永吉里,973.00,477,496,229.00,0.480083857442348
淡水區,民安里,797.00,392,405,179.00,0.456632653061224
淡水區,新生里,489.00,232,257,127.00,0.547413793103448
淡水區,文化里,"1,929.00",901,1028,218.00,0.241953385127636
淡水區,油車里,"5,736.00",2782,2954,130.00,0.0467289719626168
淡水區,沙崙里,"4,060.00",2002,2058,128.00,0.0639360639360639
淡水區,新義里,"4,511.00",2204,2307,99.00,0.0449183303085299
淡水區,新春里,"8,311.00",3965,4346,324.00,0.0817150063051702
淡水區,新民里,"4,906.00",2363,2543,860.00,0.363944138806602
淡水區,正德里,"4,759.00",2180,2579,540.00,0.247706422018349
淡水區,北新里,"2,953.00",1375,1578,548.00,0.398545454545455
淡水區,民權里,"4,387.00",2016,2371,"1,380.00",0.68452380952381
淡水區,幸福里,"4,306.00",2096,2210,954.00,0.455152671755725
淡水區,學府里,"4,784.00",2298,2486,731.00,0.318102697998259
淡水區,大庄里,"6,425.00",3029,3396,531.00,0.175305381313965
汐止區,義民里,"1,453.00",712,741,771.00,1.08286516853933
汐止區,禮門里,"1,086.00",535,551,620.00,1.1588785046729
汐止區,智慧里,"4,696.00",2155,2541,751.00,0.348491879350348
汐止區,信望里,345.00,176,169,"1,145.00",6.50568181818182
汐止區,橋東里,"3,023.00",1429,1594,196.00,0.137158852344297
汐止區,秀峰里,"5,714.00",3001,2713,139.00,0.0463178940353216
汐止區,新昌里,"5,756.00",2832,2924,852.00,0.300847457627119
汐止區,復興里,"7,191.00",3318,3873,56.00,0.0168776371308017
汐止區,茄苳里,"4,963.00",2490,2473,375.00,0.150602409638554
汐止區,長安里,"1,696.00",871,825,658.00,0.755453501722158
汐止區,保安里,"1,697.00",847,850,904.00,1.06729634002361
汐止區,保長里,"4,465.00",2237,2228,"1,414.00",0.632096557890031
汐止區,鄉長里,"2,380.00",1206,1174,507.00,0.420398009950249
汐止區,江北里,"6,267.00",3199,3068,203.00,0.0634573304157549
汐止區,拱北里,"5,194.00",2645,2549,194.00,0.0733459357277883
汐止區,烘內里,"1,576.00",809,767,581.00,0.718170580964153
汐止區,八連里,"1,034.00",557,477,302.00,0.542190305206463
汐止區,樟樹里,"2,212.00",1176,1036,784.00,0.666666666666667
汐止區,北峰里,"4,494.00",2286,2208,632.00,0.276465441819773
汐止區,北山里,"5,412.00",2561,2851,247.00,0.0964467005076142
汐止區,白雲里,"4,486.00",2222,2264,122.00,0.0549054905490549
汐止區,橫科里,"4,577.00",2238,2339,272.00,0.12153708668454
汐止區,東山里,631.00,329,302,597.00,1.8145896656535
汐止區,福山里,"3,619.00",1709,1910,894.00,0.523112931538912
汐止區,宜興里,"2,956.00",1390,1566,672.00,0.483453237410072
汐止區,中興里,"7,393.00",3622,3771,669.00,0.184704583103258
汐止區,湖光里,"5,678.00",2711,2967,58.00,0.0213943194393213
汐止區,仁德里,"1,766.00",870,896,774.00,0.889655172413793
汐止區,厚德里,"7,599.00",3756,3843,524.00,0.1395101171459
汐止區,忠孝里,"7,769.00",3759,4010,"1,080.00",0.28731045490822
汐止區,自強里,"5,251.00",2550,2701,"1,128.00",0.442352941176471
汐止區,文化里,"4,447.00",2178,2269,234.00,0.107438016528926
汐止區,金龍里,"5,044.00",2478,2566,"1,067.00",0.430589184826473
汐止區,福德里,"3,272.00",1569,1703,"1,224.00",0.780114722753346
汐止區,興福里,"3,058.00",1493,1565,824.00,0.551908908238446
汐止區,康福里,"5,170.00",2421,2749,699.00,0.288723667905824
汐止區,忠山里,"3,423.00",1645,1778,760.00,0.462006079027356
汐止區,環河里,"1,222.00",666,556,486.00,0.72972972972973
汐止區,東勢里,"4,100.00",2003,2097,490.00,0.244633050424363
汐止區,山光里,"2,841.00",1391,1450,835.00,0.600287562904385
汐止區,大同里,"2,921.00",1386,1535,950.00,0.685425685425685
汐止區,崇德里,"5,314.00",2607,2707,117.00,0.0448791714614499
汐止區,湖興里,"6,341.00",3132,3209,941.00,0.300446998722861
汐止區,長青里,980.00,461,519,312.00,0.676789587852495
汐止區,福安里,"6,397.00",3074,3323,471.00,0.153220559531555
汐止區,秀山里,"4,627.00",2279,2348,853.00,0.374286967968407
汐止區,建成里,"5,281.00",2472,2809,"1,326.00",0.536407766990291
汐止區,城中里,"4,710.00",2196,2514,255.00,0.116120218579235
汐止區,湖蓮里,"2,671.00",1250,1421,987.00,0.7896
汐止區,保新里,"2,912.00",1411,1501,821.00,0.581856839121191
瑞芳區,龍潭里,802.00,398,404,844.00,2.12060301507538
瑞芳區,龍興里,"2,309.00",1140,1169,727.00,0.637719298245614
瑞芳區,龍鎮里,"1,446.00",720,726,669.00,0.929166666666667
瑞芳區,龍川里,"1,915.00",923,992,401.00,0.434452871072589
瑞芳區,龍山里,"1,534.00",821,713,116.00,0.141291108404385
瑞芳區,龍安里,714.00,360,354,272.00,0.755555555555556
瑞芳區,爪峯里,"4,287.00",2116,2171,135.00,0.0637996219281664
瑞芳區,柑坪里,"1,283.00",678,605,156.00,0.230088495575221
瑞芳區,東和里,"2,024.00",1006,1018,152.00,0.151093439363817
瑞芳區,上天里,"1,481.00",796,685,401.00,0.503768844221106
瑞芳區,吉慶里,"1,908.00",1007,901,104.00,0.103277060575968
瑞芳區,吉安里,"3,488.00",1763,1725,160.00,0.0907543959160522
瑞芳區,傑魚里,"2,281.00",1174,1107,129.00,0.109880749574106
瑞芳區,猴硐里,528.00,299,229,180.00,0.602006688963211
瑞芳區,光復里,319.00,170,149,339.00,1.99411764705882
瑞芳區,弓橋里,325.00,191,134,198.00,1.03664921465969
瑞芳區,碩仁里,178.00,98,80,37.00,0.377551020408163
瑞芳區,基山里,507.00,260,247,10.00,0.0384615384615385
瑞芳區,永慶里,487.00,254,233,30.00,0.118110236220472
瑞芳區,崇文里,359.00,188,171,13.00,0.0691489361702128
瑞芳區,福住里,188.00,104,84,35.00,0.336538461538462
瑞芳區,頌德里,385.00,195,190,32.00,0.164102564102564
瑞芳區,新山里,396.00,219,177,22.00,0.100456621004566
瑞芳區,瓜山里,197.00,104,93,17.00,0.163461538461538
瑞芳區,銅山里,222.00,124,98,33.00,0.266129032258065
瑞芳區,石山里,360.00,193,167,19.00,0.0984455958549223
瑞芳區,濓新里,316.00,154,162,20.00,0.12987012987013
瑞芳區,濓洞里,526.00,245,281,38.00,0.155102040816327
瑞芳區,海濱里,"1,353.00",624,729,17.00,0.0272435897435897
瑞芳區,瑞濱里,"2,259.00",1107,1152,38.00,0.034327009936766
瑞芳區,深澳里,"1,408.00",674,734,86.00,0.127596439169139
瑞芳區,南雅里,286.00,149,137,169.00,1.13422818791946
瑞芳區,鼻頭里,971.00,483,488,83.00,0.17184265010352
瑞芳區,新峰里,"3,635.00",1832,1803,20.00,0.0109170305676856
土城區,埤塘里,"5,526.00",3170,2356,62.00,0.0195583596214511
土城區,土城里,"2,184.00",1072,1112,324.00,0.302238805970149
土城區,員林里,"6,109.00",2984,3125,545.00,0.182640750670241
土城區,員仁里,"5,913.00",2918,2995,270.00,0.0925291295407814
土城區,長風里,"2,152.00",1049,1103,882.00,0.840800762631077
土城區,日新里,"4,930.00",2455,2475,715.00,0.291242362525458
土城區,日和里,"6,102.00",2996,3106,436.00,0.145527369826435
土城區,貨饒里,"4,246.00",2106,2140,632.00,0.300094966761633
土城區,柑林里,"3,515.00",1712,1803,739.00,0.431658878504673
土城區,埤林里,"8,993.00",4352,4641,593.00,0.136259191176471
土城區,瑞興里,"3,326.00",1630,1696,487.00,0.298773006134969
土城區,清水里,"8,562.00",4180,4382,"1,512.00",0.361722488038278
土城區,清和里,"6,539.00",3327,3212,421.00,0.126540426810941
土城區,永豐里,"4,704.00",2303,2401,"1,126.00",0.488927485887972
土城區,清化里,"1,728.00",913,815,697.00,0.76341730558598
土城區,清溪里,"7,347.00",3635,3712,684.00,0.188170563961486
土城區,峯廷里,"7,893.00",3905,3988,189.00,0.0483994878361076
土城區,平和里,"7,387.00",3661,3726,"1,034.00",0.282436492761541
土城區,廷寮里,"5,158.00",2579,2579,921.00,0.357115160915083
土城區,大安里,"5,045.00",2530,2515,958.00,0.378656126482213
土城區,永寧里,"8,764.00",4351,4413,648.00,0.148931280165479
土城區,沛陂里,"4,751.00",2428,2323,652.00,0.268533772652389
土城區,頂埔里,"5,182.00",2568,2614,"1,010.00",0.393302180685358
土城區,頂福里,"5,394.00",2710,2684,580.00,0.214022140221402
土城區,頂新里,"2,991.00",1428,1563,609.00,0.426470588235294
土城區,祖田里,"1,744.00",895,849,542.00,0.605586592178771
土城區,樂利里,"5,472.00",2693,2779,491.00,0.18232454511697
土城區,廣福里,"5,956.00",2938,3018,172.00,0.0585432266848196
土城區,學府里,"3,811.00",1834,1977,784.00,0.427480916030534
土城區,延壽里,"4,818.00",2426,2392,"1,029.00",0.424154987633965
土城區,安和里,"5,233.00",2586,2647,547.00,0.211523588553751
土城區,青雲里,"3,203.00",1581,1622,549.00,0.347248576850095
土城區,員福里,"5,800.00",2923,2877,663.00,0.226821758467328
土城區,延吉里,"4,596.00",2318,2278,414.00,0.178602243313201
土城區,復興里,"4,767.00",2350,2417,804.00,0.342127659574468
土城區,裕生里,"5,796.00",2844,2952,486.00,0.170886075949367
土城區,員信里,"4,614.00",2273,2341,675.00,0.296964364276287
土城區,永富里,"5,548.00",2732,2816,769.00,0.281478770131772
土城區,學成里,"3,446.00",1707,1739,646.00,0.378441710603398
土城區,延和里,"6,759.00",3212,3547,651.00,0.202677459526775
